,Date,Hour,Count,Weekday,diff_Count1,diff_Count24+1,diff_Count24
2014-04-28 07:00:00,2014-04-28,7,1005,Monday,229.0,-29.0,-49.0
2014-04-28 08:00:00,2014-04-28,8,861,Monday,-144.0,-27.0,-76.0
2014-04-28 09:00:00,2014-04-28,9,613,Monday,-248.0,-28.0,-104.0
2014-04-28 10:00:00,2014-04-28,10,561,Monday,-52.0,14.0,-90.0
2014-04-28 11:00:00,2014-04-28,11,540,Monday,-21.0,-69.0,-159.0
2014-04-28 12:00:00,2014-04-28,12,545,Monday,5.0,-80.0,-239.0
2014-04-28 13:00:00,2014-04-28,13,635,Monday,90.0,-17.0,-256.0
2014-04-28 14:00:00,2014-04-28,14,816,Monday,181.0,-55.0,-311.0
2014-04-28 15:00:00,2014-04-28,15,977,Monday,161.0,-157.0,-468.0
2014-04-28 16:00:00,2014-04-28,16,1163,Monday,186.0,-55.0,-523.0
2014-04-28 17:00:00,2014-04-28,17,1355,Monday,192.0,124.0,-399.0
2014-04-28 18:00:00,2014-04-28,18,996,Monday,-359.0,-552.0,-951.0
2014-04-28 19:00:00,2014-04-28,19,872,Monday,-124.0,213.0,-738.0
2014-04-28 20:00:00,2014-04-28,20,986,Monday,114.0,258.0,-480.0
2014-04-28 21:00:00,2014-04-28,21,785,Monday,-201.0,-742.0,-1222.0
2014-04-28 22:00:00,2014-04-28,22,444,Monday,-341.0,-475.0,-1697.0
2014-04-28 23:00:00,2014-04-28,23,305,Monday,-139.0,88.0,-1609.0
2014-04-29 00:00:00,2014-04-29,0,153,Tuesday,-152.0,1578.0,-31.0
2014-04-29 01:00:00,2014-04-29,1,96,Tuesday,-57.0,43.0,12.0
2014-04-29 02:00:00,2014-04-29,2,66,Tuesday,-30.0,-24.0,-12.0
2014-04-29 03:00:00,2014-04-29,3,112,Tuesday,46.0,-40.0,-52.0
2014-04-29 04:00:00,2014-04-29,4,189,Tuesday,77.0,-34.0,-86.0
2014-04-29 05:00:00,2014-04-29,5,370,Tuesday,181.0,1.0,-85.0
2014-04-29 06:00:00,2014-04-29,6,872,Tuesday,502.0,181.0,96.0
2014-04-29 07:00:00,2014-04-29,7,1207,Tuesday,335.0,106.0,202.0
2014-04-29 08:00:00,2014-04-29,8,1022,Tuesday,-185.0,-41.0,161.0
2014-04-29 09:00:00,2014-04-29,9,650,Tuesday,-372.0,-124.0,37.0
2014-04-29 10:00:00,2014-04-29,10,639,Tuesday,-11.0,41.0,78.0
2014-04-29 11:00:00,2014-04-29,11,591,Tuesday,-48.0,-27.0,51.0
2014-04-29 12:00:00,2014-04-29,12,639,Tuesday,48.0,43.0,94.0
2014-04-29 13:00:00,2014-04-29,13,970,Tuesday,331.0,241.0,335.0
2014-04-29 14:00:00,2014-04-29,14,1322,Tuesday,352.0,171.0,506.0
2014-04-29 15:00:00,2014-04-29,15,1693,Tuesday,371.0,210.0,716.0
2014-04-29 16:00:00,2014-04-29,16,1954,Tuesday,261.0,75.0,791.0
2014-04-29 17:00:00,2014-04-29,17,2270,Tuesday,316.0,124.0,915.0
2014-04-29 18:00:00,2014-04-29,18,1861,Tuesday,-409.0,-50.0,865.0
2014-04-29 19:00:00,2014-04-29,19,1654,Tuesday,-207.0,-83.0,782.0
2014-04-29 20:00:00,2014-04-29,20,1666,Tuesday,12.0,-102.0,680.0
2014-04-29 21:00:00,2014-04-29,21,1575,Tuesday,-91.0,110.0,790.0
2014-04-29 22:00:00,2014-04-29,22,808,Tuesday,-767.0,-426.0,364.0
2014-04-29 23:00:00,2014-04-29,23,456,Tuesday,-352.0,-213.0,151.0
2014-04-30 00:00:00,2014-04-30,0,219,Wednesday,-237.0,-85.0,66.0
2014-04-30 01:00:00,2014-04-30,1,130,Wednesday,-89.0,-32.0,34.0
2014-04-30 02:00:00,2014-04-30,2,100,Wednesday,-30.0,0.0,34.0
2014-04-30 03:00:00,2014-04-30,3,154,Wednesday,54.0,8.0,42.0
2014-04-30 04:00:00,2014-04-30,4,233,Wednesday,79.0,2.0,44.0
2014-04-30 05:00:00,2014-04-30,5,580,Wednesday,347.0,166.0,210.0
2014-04-30 06:00:00,2014-04-30,6,1134,Wednesday,554.0,52.0,262.0
2014-04-30 07:00:00,2014-04-30,7,1472,Wednesday,338.0,3.0,265.0
2014-04-30 08:00:00,2014-04-30,8,1607,Wednesday,135.0,320.0,585.0
2014-04-30 09:00:00,2014-04-30,9,1349,Wednesday,-258.0,114.0,699.0
2014-04-30 10:00:00,2014-04-30,10,1402,Wednesday,53.0,64.0,763.0
2014-04-30 11:00:00,2014-04-30,11,1389,Wednesday,-13.0,35.0,798.0
2014-04-30 12:00:00,2014-04-30,12,1493,Wednesday,104.0,56.0,854.0
2014-04-30 13:00:00,2014-04-30,13,1620,Wednesday,127.0,-204.0,650.0
2014-04-30 14:00:00,2014-04-30,14,1887,Wednesday,267.0,-85.0,565.0
2014-04-30 15:00:00,2014-04-30,15,2406,Wednesday,519.0,148.0,713.0
2014-04-30 16:00:00,2014-04-30,16,2656,Wednesday,250.0,-11.0,702.0
2014-04-30 17:00:00,2014-04-30,17,2801,Wednesday,145.0,-171.0,531.0
2014-04-30 18:00:00,2014-04-30,18,3038,Wednesday,237.0,646.0,1177.0
2014-04-30 19:00:00,2014-04-30,19,2834,Wednesday,-204.0,3.0,1180.0
2014-04-30 20:00:00,2014-04-30,20,2766,Wednesday,-68.0,-80.0,1100.0
2014-04-30 21:00:00,2014-04-30,21,2308,Wednesday,-458.0,-367.0,733.0
2014-04-30 22:00:00,2014-04-30,22,1778,Wednesday,-530.0,237.0,970.0
2014-04-30 23:00:00,2014-04-30,23,895,Wednesday,-883.0,-531.0,439.0
