,Date,Hour,Count
2014-04-24 23:00:00,2014-04-24,23,770
2014-04-25 00:00:00,2014-04-25,0,350
2014-04-25 01:00:00,2014-04-25,1,193
2014-04-25 02:00:00,2014-04-25,2,139
2014-04-25 03:00:00,2014-04-25,3,177
2014-04-25 04:00:00,2014-04-25,4,238
2014-04-25 05:00:00,2014-04-25,5,372
2014-04-25 06:00:00,2014-04-25,6,796
2014-04-25 07:00:00,2014-04-25,7,1054
2014-04-25 08:00:00,2014-04-25,8,937
2014-04-25 09:00:00,2014-04-25,9,717
2014-04-25 10:00:00,2014-04-25,10,651
2014-04-25 11:00:00,2014-04-25,11,699
2014-04-25 12:00:00,2014-04-25,12,784
2014-04-25 13:00:00,2014-04-25,13,891
2014-04-25 14:00:00,2014-04-25,14,1127
2014-04-25 15:00:00,2014-04-25,15,1445
2014-04-25 16:00:00,2014-04-25,16,1686
2014-04-25 17:00:00,2014-04-25,17,1754
2014-04-25 18:00:00,2014-04-25,18,1947
2014-04-25 19:00:00,2014-04-25,19,1610
2014-04-25 20:00:00,2014-04-25,20,1466
2014-04-25 21:00:00,2014-04-25,21,2007
2014-04-25 22:00:00,2014-04-25,22,2141
2014-04-25 23:00:00,2014-04-25,23,1914
2014-04-26 00:00:00,2014-04-26,0,1003
2014-04-26 01:00:00,2014-04-26,1,1162
2014-04-26 02:00:00,2014-04-26,2,789
2014-04-26 03:00:00,2014-04-26,3,431
2014-04-26 04:00:00,2014-04-26,4,243
2014-04-26 05:00:00,2014-04-26,5,203
2014-04-26 06:00:00,2014-04-26,6,262
2014-04-26 07:00:00,2014-04-26,7,355
2014-04-26 08:00:00,2014-04-26,8,398
2014-04-26 09:00:00,2014-04-26,9,519
2014-04-26 10:00:00,2014-04-26,10,578
2014-04-26 11:00:00,2014-04-26,11,687
2014-04-26 12:00:00,2014-04-26,12,689
2014-04-26 13:00:00,2014-04-26,13,794
2014-04-26 14:00:00,2014-04-26,14,946
2014-04-26 15:00:00,2014-04-26,15,1384
2014-04-26 16:00:00,2014-04-26,16,1791
2014-04-26 17:00:00,2014-04-26,17,1904
2014-04-26 18:00:00,2014-04-26,18,1937
2014-04-26 19:00:00,2014-04-26,19,1814
2014-04-26 20:00:00,2014-04-26,20,1553
2014-04-26 21:00:00,2014-04-26,21,1865
2014-04-26 22:00:00,2014-04-26,22,1910
2014-04-26 23:00:00,2014-04-26,23,1708
2014-04-27 00:00:00,2014-04-27,0,1383
2014-04-27 01:00:00,2014-04-27,1,893
2014-04-27 02:00:00,2014-04-27,2,477
2014-04-27 03:00:00,2014-04-27,3,292
2014-04-27 04:00:00,2014-04-27,4,180
2014-04-27 05:00:00,2014-04-27,5,168
2014-04-27 06:00:00,2014-04-27,6,190
2014-04-27 07:00:00,2014-04-27,7,247
2014-04-27 08:00:00,2014-04-27,8,335
2014-04-27 09:00:00,2014-04-27,9,459
2014-04-27 10:00:00,2014-04-27,10,568
2014-04-27 11:00:00,2014-04-27,11,637
2014-04-27 12:00:00,2014-04-27,12,685
2014-04-27 13:00:00,2014-04-27,13,792
2014-04-27 14:00:00,2014-04-27,14,892
2014-04-27 15:00:00,2014-04-27,15,1014
2014-04-27 16:00:00,2014-04-27,16,1070
2014-04-27 17:00:00,2014-04-27,17,962
2014-04-27 18:00:00,2014-04-27,18,717
2014-04-27 19:00:00,2014-04-27,19,688
2014-04-27 20:00:00,2014-04-27,20,639
2014-04-27 21:00:00,2014-04-27,21,629
2014-04-27 22:00:00,2014-04-27,22,460
2014-04-27 23:00:00,2014-04-27,23,300
2014-04-28 00:00:00,2014-04-28,0,184
2014-04-28 01:00:00,2014-04-28,1,84
2014-04-28 02:00:00,2014-04-28,2,78
2014-04-28 03:00:00,2014-04-28,3,164
2014-04-28 04:00:00,2014-04-28,4,275
2014-04-28 05:00:00,2014-04-28,5,455
2014-04-28 06:00:00,2014-04-28,6,776
2014-04-28 07:00:00,2014-04-28,7,1005
2014-04-28 08:00:00,2014-04-28,8,861
2014-04-28 09:00:00,2014-04-28,9,613
2014-04-28 10:00:00,2014-04-28,10,561
2014-04-28 11:00:00,2014-04-28,11,540
2014-04-28 12:00:00,2014-04-28,12,545
2014-04-28 13:00:00,2014-04-28,13,635
2014-04-28 14:00:00,2014-04-28,14,816
2014-04-28 15:00:00,2014-04-28,15,977
2014-04-28 16:00:00,2014-04-28,16,1163
2014-04-28 17:00:00,2014-04-28,17,1355
2014-04-28 18:00:00,2014-04-28,18,996
2014-04-28 19:00:00,2014-04-28,19,872
2014-04-28 20:00:00,2014-04-28,20,986
2014-04-28 21:00:00,2014-04-28,21,785
2014-04-28 22:00:00,2014-04-28,22,444
2014-04-28 23:00:00,2014-04-28,23,305
2014-04-29 00:00:00,2014-04-29,0,153
2014-04-29 01:00:00,2014-04-29,1,96
2014-04-29 02:00:00,2014-04-29,2,66
2014-04-29 03:00:00,2014-04-29,3,112
2014-04-29 04:00:00,2014-04-29,4,189
2014-04-29 05:00:00,2014-04-29,5,370
2014-04-29 06:00:00,2014-04-29,6,872
2014-04-29 07:00:00,2014-04-29,7,1207
2014-04-29 08:00:00,2014-04-29,8,1022
2014-04-29 09:00:00,2014-04-29,9,650
2014-04-29 10:00:00,2014-04-29,10,639
2014-04-29 11:00:00,2014-04-29,11,591
2014-04-29 12:00:00,2014-04-29,12,639
2014-04-29 13:00:00,2014-04-29,13,970
2014-04-29 14:00:00,2014-04-29,14,1322
2014-04-29 15:00:00,2014-04-29,15,1693
2014-04-29 16:00:00,2014-04-29,16,1954
2014-04-29 17:00:00,2014-04-29,17,2270
2014-04-29 18:00:00,2014-04-29,18,1861
2014-04-29 19:00:00,2014-04-29,19,1654
2014-04-29 20:00:00,2014-04-29,20,1666
2014-04-29 21:00:00,2014-04-29,21,1575
2014-04-29 22:00:00,2014-04-29,22,808
2014-04-29 23:00:00,2014-04-29,23,456
2014-04-30 00:00:00,2014-04-30,0,219
2014-04-30 01:00:00,2014-04-30,1,130
2014-04-30 02:00:00,2014-04-30,2,100
2014-04-30 03:00:00,2014-04-30,3,154
2014-04-30 04:00:00,2014-04-30,4,233
2014-04-30 05:00:00,2014-04-30,5,580
2014-04-30 06:00:00,2014-04-30,6,1134
2014-04-30 07:00:00,2014-04-30,7,1472
2014-04-30 08:00:00,2014-04-30,8,1607
2014-04-30 09:00:00,2014-04-30,9,1349
2014-04-30 10:00:00,2014-04-30,10,1402
2014-04-30 11:00:00,2014-04-30,11,1389
2014-04-30 12:00:00,2014-04-30,12,1493
2014-04-30 13:00:00,2014-04-30,13,1620
2014-04-30 14:00:00,2014-04-30,14,1887
2014-04-30 15:00:00,2014-04-30,15,2406
2014-04-30 16:00:00,2014-04-30,16,2656
2014-04-30 17:00:00,2014-04-30,17,2801
2014-04-30 18:00:00,2014-04-30,18,3038
2014-04-30 19:00:00,2014-04-30,19,2834
2014-04-30 20:00:00,2014-04-30,20,2766
2014-04-30 21:00:00,2014-04-30,21,2308
2014-04-30 22:00:00,2014-04-30,22,1778
2014-04-30 23:00:00,2014-04-30,23,895
