,Date,Hour,Count
2014-05-30 06:00:00,2014-05-30,6,854
2014-05-30 07:00:00,2014-05-30,7,1171
2014-05-30 08:00:00,2014-05-30,8,997
2014-05-30 09:00:00,2014-05-30,9,717
2014-05-30 10:00:00,2014-05-30,10,731
2014-05-30 11:00:00,2014-05-30,11,823
2014-05-30 12:00:00,2014-05-30,12,870
2014-05-30 13:00:00,2014-05-30,13,997
2014-05-30 14:00:00,2014-05-30,14,1308
2014-05-30 15:00:00,2014-05-30,15,1647
2014-05-30 16:00:00,2014-05-30,16,1808
2014-05-30 17:00:00,2014-05-30,17,1747
2014-05-30 18:00:00,2014-05-30,18,2245
2014-05-30 19:00:00,2014-05-30,19,1443
2014-05-30 20:00:00,2014-05-30,20,1316
2014-05-30 21:00:00,2014-05-30,21,1495
2014-05-30 22:00:00,2014-05-30,22,1470
2014-05-30 23:00:00,2014-05-30,23,1243
2014-05-31 00:00:00,2014-05-31,0,768
2014-05-31 01:00:00,2014-05-31,1,462
2014-05-31 02:00:00,2014-05-31,2,331
2014-05-31 03:00:00,2014-05-31,3,261
2014-05-31 04:00:00,2014-05-31,4,145
2014-05-31 05:00:00,2014-05-31,5,173
2014-05-31 06:00:00,2014-05-31,6,255
2014-05-31 07:00:00,2014-05-31,7,365
2014-05-31 08:00:00,2014-05-31,8,497
2014-05-31 09:00:00,2014-05-31,9,559
2014-05-31 10:00:00,2014-05-31,10,626
2014-05-31 11:00:00,2014-05-31,11,713
2014-05-31 12:00:00,2014-05-31,12,775
2014-05-31 13:00:00,2014-05-31,13,816
2014-05-31 14:00:00,2014-05-31,14,1265
2014-05-31 15:00:00,2014-05-31,15,1584
2014-05-31 16:00:00,2014-05-31,16,1551
2014-05-31 17:00:00,2014-05-31,17,1348
2014-05-31 18:00:00,2014-05-31,18,1470
2014-05-31 19:00:00,2014-05-31,19,1219
2014-05-31 20:00:00,2014-05-31,20,1203
2014-05-31 21:00:00,2014-05-31,21,1466
2014-05-31 22:00:00,2014-05-31,22,1793
2014-05-31 23:00:00,2014-05-31,23,1616
