aic,ar,ma,seasonal_ar,seasonal_integration,seasonal_ma,warning
1000000.0,7,8,1,0,0,1
1000000.0,7,8,1,0,1,1
1000000.0,7,8,1,1,0,1
1000000.0,7,8,1,1,1,1
1000000.0,7,9,0,0,0,1
1000000.0,7,9,0,0,1,1
1000000.0,7,9,0,1,0,1
1000000.0,7,9,0,1,1,1
1000000.0,7,9,1,0,0,1
1000000.0,7,9,1,0,1,1
1000000.0,7,9,1,1,0,1
1000000.0,7,9,1,1,1,1
1000000.0,7,10,0,0,0,1
1000000.0,7,10,0,0,1,1
1000000.0,7,10,0,1,0,1
1000000.0,7,10,0,1,1,1
1000000.0,7,10,1,0,0,1
1000000.0,7,10,1,0,1,1
1000000.0,7,10,1,1,0,1
1000000.0,7,10,1,1,1,1
1000000.0,7,11,0,0,0,1
1000000.0,7,11,0,0,1,1
1000000.0,7,11,0,1,0,1
1000000.0,7,11,0,1,1,1
1000000.0,7,11,1,0,0,1
1000000.0,7,11,1,0,1,1
1000000.0,7,11,1,1,0,1
1000000.0,7,11,1,1,1,1
7131.676474851046,8,0,0,0,0,0
7062.640158145853,8,0,0,0,1,0
6773.957363750293,8,0,0,1,0,0
6523.31109023164,8,0,0,1,1,0
7015.9221155056,8,0,1,0,0,0
6924.979442093666,8,0,1,0,1,0
6700.822570964021,8,0,1,1,0,0
1000000.0,8,0,1,1,1,1
7132.174186976812,8,1,0,0,0,0
7064.6064549245775,8,1,0,0,1,0
6757.67709265431,8,1,0,1,0,0
1000000.0,8,1,0,1,1,1
6993.948177416935,8,1,1,0,0,0
1000000.0,8,1,1,0,1,1
6689.210292757327,8,1,1,1,0,0
1000000.0,8,1,1,1,1,1
1000000.0,8,2,0,0,0,1
1000000.0,8,2,0,0,1,1
6759.5053068565685,8,2,0,1,0,0
6537.89647866288,8,2,0,1,1,0
1000000.0,8,2,1,0,0,1
6929.678813515268,8,2,1,0,1,0
1000000.0,8,2,1,1,0,1
1000000.0,8,2,1,1,1,1
1000000.0,8,3,0,0,0,1
1000000.0,8,3,0,0,1,1
1000000.0,8,3,0,1,0,1
1000000.0,8,3,0,1,1,1
1000000.0,8,3,1,0,0,1
1000000.0,8,3,1,0,1,1
1000000.0,8,3,1,1,0,1
1000000.0,8,3,1,1,1,1
1000000.0,8,4,0,0,0,1
1000000.0,8,4,0,0,1,1
1000000.0,8,4,0,1,0,1
1000000.0,8,4,0,1,1,1
1000000.0,8,4,1,0,0,1
1000000.0,8,4,1,0,1,1
1000000.0,8,4,1,1,0,1
1000000.0,8,4,1,1,1,1
1000000.0,8,5,0,0,0,1
1000000.0,8,5,0,0,1,1
1000000.0,8,5,0,1,0,1
1000000.0,8,5,0,1,1,1
1000000.0,8,5,1,0,0,1
1000000.0,8,5,1,0,1,1
1000000.0,8,5,1,1,0,1
1000000.0,8,5,1,1,1,1
1000000.0,8,6,0,0,0,1
1000000.0,8,6,0,0,1,1
1000000.0,8,6,0,1,0,1
1000000.0,8,6,0,1,1,1
1000000.0,8,6,1,0,0,1
1000000.0,8,6,1,0,1,1
1000000.0,8,6,1,1,0,1
1000000.0,8,6,1,1,1,1
1000000.0,8,7,0,0,0,1
1000000.0,8,7,0,0,1,1
1000000.0,8,7,0,1,0,1
1000000.0,8,7,0,1,1,1
1000000.0,8,7,1,0,0,1
1000000.0,8,7,1,0,1,1
1000000.0,8,7,1,1,0,1
1000000.0,8,7,1,1,1,1
1000000.0,8,8,0,0,0,1
1000000.0,8,8,0,0,1,1
1000000.0,8,8,0,1,0,1
1000000.0,8,8,0,1,1,1
1000000.0,8,8,1,0,0,1
1000000.0,8,8,1,0,1,1
1000000.0,8,8,1,1,0,1
1000000.0,8,8,1,1,1,1
1000000.0,8,9,0,0,0,1
1000000.0,8,9,0,0,1,1
1000000.0,8,9,0,1,0,1
1000000.0,8,9,0,1,1,1
1000000.0,8,9,1,0,0,1
1000000.0,8,9,1,0,1,1
1000000.0,8,9,1,1,0,1
1000000.0,8,9,1,1,1,1
1000000.0,8,10,0,0,0,1
1000000.0,8,10,0,0,1,1
1000000.0,8,10,0,1,0,1
1000000.0,8,10,0,1,1,1
1000000.0,8,10,1,0,0,1
1000000.0,8,10,1,0,1,1
1000000.0,8,10,1,1,0,1
1000000.0,8,10,1,1,1,1
1000000.0,8,11,0,0,0,1
1000000.0,8,11,0,0,1,1
1000000.0,8,11,0,1,0,1
1000000.0,8,11,0,1,1,1
1000000.0,8,11,1,0,0,1
1000000.0,8,11,1,0,1,1
1000000.0,8,11,1,1,0,1
1000000.0,8,11,1,1,1,1
7128.156195802537,9,0,0,0,0,0
7064.548196007983,9,0,0,0,1,0
6769.746494383325,9,0,0,1,0,0
6521.848415461931,9,0,0,1,1,0
7014.544626428587,9,0,1,0,0,0
1000000.0,9,0,1,0,1,1
6699.380468829933,9,0,1,1,0,0
6523.712617371101,9,0,1,1,1,0
7129.674183959942,9,1,0,0,0,0
7066.5754868046915,9,1,0,0,1,0
6770.8134800918615,9,1,0,1,0,0
1000000.0,9,1,0,1,1,1
1000000.0,9,1,1,0,0,1
1000000.0,9,1,1,0,1,1
6700.232734586185,9,1,1,1,0,0
6529.242525575612,9,1,1,1,1,0
1000000.0,9,2,0,0,0,1
1000000.0,9,2,0,0,1,1
1000000.0,9,2,0,1,0,1
6517.959685185557,9,2,0,1,1,0
1000000.0,9,2,1,0,0,1
1000000.0,9,2,1,0,1,1
1000000.0,9,2,1,1,0,1
6519.780469699708,9,2,1,1,1,0
1000000.0,9,3,0,0,0,1
1000000.0,9,3,0,0,1,1
1000000.0,9,3,0,1,0,1
1000000.0,9,3,0,1,1,1
1000000.0,9,3,1,0,0,1
1000000.0,9,3,1,0,1,1
1000000.0,9,3,1,1,0,1
1000000.0,9,3,1,1,1,1
1000000.0,9,4,0,0,0,1
1000000.0,9,4,0,0,1,1
1000000.0,9,4,0,1,0,1
1000000.0,9,4,0,1,1,1
1000000.0,9,4,1,0,0,1
1000000.0,9,4,1,0,1,1
1000000.0,9,4,1,1,0,1
1000000.0,9,4,1,1,1,1
1000000.0,9,5,0,0,0,1
1000000.0,9,5,0,0,1,1
1000000.0,9,5,0,1,0,1
1000000.0,9,5,0,1,1,1
1000000.0,9,5,1,0,0,1
1000000.0,9,5,1,0,1,1
1000000.0,9,5,1,1,0,1
1000000.0,9,5,1,1,1,1
1000000.0,9,6,0,0,0,1
1000000.0,9,6,0,0,1,1
1000000.0,9,6,0,1,0,1
1000000.0,9,6,0,1,1,1
1000000.0,9,6,1,0,0,1
1000000.0,9,6,1,0,1,1
1000000.0,9,6,1,1,0,1
1000000.0,9,6,1,1,1,1
1000000.0,9,7,0,0,0,1
1000000.0,9,7,0,0,1,1
1000000.0,9,7,0,1,0,1
1000000.0,9,7,0,1,1,1
1000000.0,9,7,1,0,0,1
1000000.0,9,7,1,0,1,1
1000000.0,9,7,1,1,0,1
1000000.0,9,7,1,1,1,1
1000000.0,9,8,0,0,0,1
1000000.0,9,8,0,0,1,1
1000000.0,9,8,0,1,0,1
1000000.0,9,8,0,1,1,1
1000000.0,9,8,1,0,0,1
1000000.0,9,8,1,0,1,1
1000000.0,9,8,1,1,0,1
1000000.0,9,8,1,1,1,1
1000000.0,9,9,0,0,0,1
1000000.0,9,9,0,0,1,1
1000000.0,9,9,0,1,0,1
1000000.0,9,9,0,1,1,1
1000000.0,9,9,1,0,0,1
1000000.0,9,9,1,0,1,1
1000000.0,9,9,1,1,0,1
1000000.0,9,9,1,1,1,1
1000000.0,9,10,0,0,0,1
1000000.0,9,10,0,0,1,1
1000000.0,9,10,0,1,0,1
1000000.0,9,10,0,1,1,1
1000000.0,9,10,1,0,0,1
1000000.0,9,10,1,0,1,1
1000000.0,9,10,1,1,0,1
1000000.0,9,10,1,1,1,1
1000000.0,9,11,0,0,0,1
1000000.0,9,11,0,0,1,1
1000000.0,9,11,0,1,0,1
1000000.0,9,11,0,1,1,1
1000000.0,9,11,1,0,0,1
1000000.0,9,11,1,0,1,1
1000000.0,9,11,1,1,0,1
1000000.0,9,11,1,1,1,1
7127.918104773456,10,0,0,0,0,0
7062.207050306686,10,0,0,0,1,0
6771.16906168399,10,0,0,1,0,0
6523.628067503652,10,0,0,1,1,0
7014.435401209745,10,0,1,0,0,0
6928.344354731709,10,0,1,0,1,0
6700.833202043292,10,0,1,1,0,0
6525.477380010172,10,0,1,1,1,0
7126.969797681327,10,1,0,0,0,0
7062.236344815614,10,1,0,0,1,0
6772.694597092097,10,1,0,1,0,0
1000000.0,10,1,0,1,1,1
7015.554814425251,10,1,1,0,0,0
6910.052395062725,10,1,1,0,1,0
1000000.0,10,1,1,1,0,1
1000000.0,10,1,1,1,1,1
1000000.0,10,2,0,0,0,1
1000000.0,10,2,0,0,1,1
6755.784399071605,10,2,0,1,0,0
6531.163922455158,10,2,0,1,1,0
1000000.0,10,2,1,0,0,1
1000000.0,10,2,1,0,1,1
1000000.0,10,2,1,1,0,1
6533.195177686142,10,2,1,1,1,0
1000000.0,10,3,0,0,0,1
1000000.0,10,3,0,0,1,1
1000000.0,10,3,0,1,0,1
1000000.0,10,3,0,1,1,1
1000000.0,10,3,1,0,0,1
1000000.0,10,3,1,0,1,1
1000000.0,10,3,1,1,0,1
1000000.0,10,3,1,1,1,1
1000000.0,10,4,0,0,0,1
1000000.0,10,4,0,0,1,1
1000000.0,10,4,0,1,0,1
1000000.0,10,4,0,1,1,1
1000000.0,10,4,1,0,0,1
1000000.0,10,4,1,0,1,1
1000000.0,10,4,1,1,0,1
1000000.0,10,4,1,1,1,1
1000000.0,10,5,0,0,0,1
1000000.0,10,5,0,0,1,1
1000000.0,10,5,0,1,0,1
1000000.0,10,5,0,1,1,1
1000000.0,10,5,1,0,0,1
1000000.0,10,5,1,0,1,1
1000000.0,10,5,1,1,0,1
1000000.0,10,5,1,1,1,1
1000000.0,10,6,0,0,0,1
1000000.0,10,6,0,0,1,1
1000000.0,10,6,0,1,0,1
1000000.0,10,6,0,1,1,1
1000000.0,10,6,1,0,0,1
1000000.0,10,6,1,0,1,1
1000000.0,10,6,1,1,0,1
1000000.0,10,6,1,1,1,1
1000000.0,10,7,0,0,0,1
1000000.0,10,7,0,0,1,1
1000000.0,10,7,0,1,0,1
1000000.0,10,7,0,1,1,1
1000000.0,10,7,1,0,0,1
1000000.0,10,7,1,0,1,1
1000000.0,10,7,1,1,0,1
1000000.0,10,7,1,1,1,1
1000000.0,10,8,0,0,0,1
1000000.0,10,8,0,0,1,1
1000000.0,10,8,0,1,0,1
1000000.0,10,8,0,1,1,1
1000000.0,10,8,1,0,0,1
1000000.0,10,8,1,0,1,1
1000000.0,10,8,1,1,0,1
1000000.0,10,8,1,1,1,1
1000000.0,10,9,0,0,0,1
1000000.0,10,9,0,0,1,1
1000000.0,10,9,0,1,0,1
1000000.0,10,9,0,1,1,1
1000000.0,10,9,1,0,0,1
1000000.0,10,9,1,0,1,1
1000000.0,10,9,1,1,0,1
1000000.0,10,9,1,1,1,1
1000000.0,10,10,0,0,0,1
1000000.0,10,10,0,0,1,1
1000000.0,10,10,0,1,0,1
1000000.0,10,10,0,1,1,1
1000000.0,10,10,1,0,0,1
1000000.0,10,10,1,0,1,1
1000000.0,10,10,1,1,0,1
1000000.0,10,10,1,1,1,1
1000000.0,10,11,0,0,0,1
1000000.0,10,11,0,0,1,1
1000000.0,10,11,0,1,0,1
1000000.0,10,11,0,1,1,1
1000000.0,10,11,1,0,0,1
1000000.0,10,11,1,0,1,1
1000000.0,10,11,1,1,0,1
1000000.0,10,11,1,1,1,1
7115.2549031506005,11,0,0,0,0,0
7057.2351151472285,11,0,0,0,1,0
6771.369010190903,11,0,0,1,0,0
6524.417101396852,11,0,0,1,1,0
7013.643454498079,11,0,1,0,0,0
6916.188684791739,11,0,1,0,1,0
6700.42003544388,11,0,1,1,0,0
6526.227015124625,11,0,1,1,1,0
1000000.0,11,1,0,0,0,1
1000000.0,11,1,0,0,1,1
6757.9821780310585,11,1,0,1,0,0
1000000.0,11,1,0,1,1,1
6987.339189450491,11,1,1,0,0,0
1000000.0,11,1,1,0,1,1
6689.913774031751,11,1,1,1,0,0
6529.554092527821,11,1,1,1,1,0
1000000.0,11,2,0,0,0,1
1000000.0,11,2,0,0,1,1
1000000.0,11,2,0,1,0,1
1000000.0,11,2,0,1,1,1
1000000.0,11,2,1,0,0,1
1000000.0,11,2,1,0,1,1
1000000.0,11,2,1,1,0,1
1000000.0,11,2,1,1,1,1
1000000.0,11,3,0,0,0,1
1000000.0,11,3,0,0,1,1
1000000.0,11,3,0,1,0,1
1000000.0,11,3,0,1,1,1
1000000.0,11,3,1,0,0,1
6924.834220289335,11,3,1,0,1,0
1000000.0,11,3,1,1,0,1
1000000.0,11,3,1,1,1,1
1000000.0,11,4,0,0,0,1
1000000.0,11,4,0,0,1,1
1000000.0,11,4,0,1,0,1
1000000.0,11,4,0,1,1,1
1000000.0,11,4,1,0,0,1
1000000.0,11,4,1,0,1,1
1000000.0,11,4,1,1,0,1
1000000.0,11,4,1,1,1,1
1000000.0,11,5,0,0,0,1
1000000.0,11,5,0,0,1,1
1000000.0,11,5,0,1,0,1
1000000.0,11,5,0,1,1,1
1000000.0,11,5,1,0,0,1
1000000.0,11,5,1,0,1,1
1000000.0,11,5,1,1,0,1
1000000.0,11,5,1,1,1,1
1000000.0,11,6,0,0,0,1
1000000.0,11,6,0,0,1,1
1000000.0,11,6,0,1,0,1
1000000.0,11,6,0,1,1,1
1000000.0,11,6,1,0,0,1
1000000.0,11,6,1,0,1,1
1000000.0,11,6,1,1,0,1
1000000.0,11,6,1,1,1,1
1000000.0,11,7,0,0,0,1
1000000.0,11,7,0,0,1,1
1000000.0,11,7,0,1,0,1
1000000.0,11,7,0,1,1,1
1000000.0,11,7,1,0,0,1
1000000.0,11,7,1,0,1,1
1000000.0,11,7,1,1,0,1
1000000.0,11,7,1,1,1,1
1000000.0,11,8,0,0,0,1
1000000.0,11,8,0,0,1,1
1000000.0,11,8,0,1,0,1
1000000.0,11,8,0,1,1,1
1000000.0,11,8,1,0,0,1
1000000.0,11,8,1,0,1,1
1000000.0,11,8,1,1,0,1
1000000.0,11,8,1,1,1,1
1000000.0,11,9,0,0,0,1
1000000.0,11,9,0,0,1,1
1000000.0,11,9,0,1,0,1
1000000.0,11,9,0,1,1,1
1000000.0,11,9,1,0,0,1
1000000.0,11,9,1,0,1,1
1000000.0,11,9,1,1,0,1
1000000.0,11,9,1,1,1,1
1000000.0,11,10,0,0,0,1
1000000.0,11,10,0,0,1,1
1000000.0,11,10,0,1,0,1
1000000.0,11,10,0,1,1,1
1000000.0,11,10,1,0,0,1
1000000.0,11,10,1,0,1,1
1000000.0,11,10,1,1,0,1
1000000.0,11,10,1,1,1,1
1000000.0,11,11,0,0,0,1
1000000.0,11,11,0,0,1,1
1000000.0,11,11,0,1,0,1
1000000.0,11,11,0,1,1,1
1000000.0,11,11,1,0,0,1
1000000.0,11,11,1,0,1,1
1000000.0,11,11,1,1,0,1
1000000.0,11,11,1,1,1,1
