,aic,ar,ma,seasonal_ar,seasonal_integration,seasonal_ma,warning
658,1000000.0,5,1,1,1,1,1
659,1000000.0,5,1,1,1,2,1
660,2377.868728404652,5,1,2,0,0,0
661,1000000.0,5,1,2,0,1,1
662,1000000.0,5,1,2,0,2,1
663,1000000.0,5,1,2,1,0,1
664,1000000.0,5,1,2,1,1,1
665,1000000.0,5,1,2,1,2,1
666,2487.6020659862447,5,2,0,0,0,0
667,1000000.0,5,2,0,0,1,1
668,1000000.0,5,2,0,0,2,1
669,1000000.0,5,2,0,1,0,1
670,2143.9420620287724,5,2,0,1,1,0
671,1000000.0,5,2,0,1,2,1
672,1000000.0,5,2,1,0,0,1
673,1000000.0,5,2,1,0,1,1
674,1000000.0,5,2,1,0,2,1
675,1000000.0,5,2,1,1,0,1
676,1000000.0,5,2,1,1,1,1
677,1000000.0,5,2,1,1,2,1
678,1000000.0,5,2,2,0,0,1
679,1000000.0,5,2,2,0,1,1
680,1000000.0,5,2,2,0,2,1
681,1000000.0,5,2,2,1,0,1
682,1000000.0,5,2,2,1,1,1
683,1000000.0,5,2,2,1,2,1
684,1000000.0,5,3,0,0,0,1
685,1000000.0,5,3,0,0,1,1
686,1000000.0,5,3,0,0,2,1
687,1000000.0,5,3,0,1,0,1
688,1000000.0,5,3,0,1,1,1
689,1000000.0,5,3,0,1,2,1
690,1000000.0,5,3,1,0,0,1
691,1000000.0,5,3,1,0,1,1
692,1000000.0,5,3,1,0,2,1
693,1000000.0,5,3,1,1,0,1
694,1000000.0,5,3,1,1,1,1
695,1000000.0,5,3,1,1,2,1
696,1000000.0,5,3,2,0,0,1
697,1000000.0,5,3,2,0,1,1
698,1000000.0,5,3,2,0,2,1
699,1000000.0,5,3,2,1,0,1
700,1000000.0,5,3,2,1,1,1
701,1000000.0,5,3,2,1,2,1
702,1000000.0,5,4,0,0,0,1
703,1000000.0,5,4,0,0,1,1
704,1000000.0,5,4,0,0,2,1
705,1000000.0,5,4,0,1,0,1
706,1000000.0,5,4,0,1,1,1
707,1000000.0,5,4,0,1,2,1
708,1000000.0,5,4,1,0,0,1
709,1000000.0,5,4,1,0,1,1
710,1000000.0,5,4,1,0,2,1
711,1000000.0,5,4,1,1,0,1
712,1000000.0,5,4,1,1,1,1
713,1000000.0,5,4,1,1,2,1
714,1000000.0,5,4,2,0,0,1
715,1000000.0,5,4,2,0,1,1
716,1000000.0,5,4,2,0,2,1
717,1000000.0,5,4,2,1,0,1
718,1000000.0,5,4,2,1,1,1
719,1000000.0,5,4,2,1,2,1
720,1000000.0,5,5,0,0,0,1
721,1000000.0,5,5,0,0,1,1
722,1000000.0,5,5,0,0,2,1
723,1000000.0,5,5,0,1,0,1
724,1000000.0,5,5,0,1,1,1
725,1000000.0,5,5,0,1,2,1
726,1000000.0,5,5,1,0,0,1
727,1000000.0,5,5,1,0,1,1
728,1000000.0,5,5,1,0,2,1
729,1000000.0,5,5,1,1,0,1
730,1000000.0,5,5,1,1,1,1
731,1000000.0,5,5,1,1,2,1
732,1000000.0,5,5,2,0,0,1
733,1000000.0,5,5,2,0,1,1
734,1000000.0,5,5,2,0,2,1
735,1000000.0,5,5,2,1,0,1
736,1000000.0,5,5,2,1,1,1
737,1000000.0,5,5,2,1,2,1
738,1000000.0,5,6,0,0,0,1
739,1000000.0,5,6,0,0,1,1
740,1000000.0,5,6,0,0,2,1
741,1000000.0,5,6,0,1,0,1
742,1000000.0,5,6,0,1,1,1
743,1000000.0,5,6,0,1,2,1
744,1000000.0,5,6,1,0,0,1
745,1000000.0,5,6,1,0,1,1
746,1000000.0,5,6,1,0,2,1
747,1000000.0,5,6,1,1,0,1
748,1000000.0,5,6,1,1,1,1
749,1000000.0,5,6,1,1,2,1
750,1000000.0,5,6,2,0,0,1
751,1000000.0,5,6,2,0,1,1
752,1000000.0,5,6,2,0,2,1
753,1000000.0,5,6,2,1,0,1
754,1000000.0,5,6,2,1,1,1
755,1000000.0,5,6,2,1,2,1
756,2488.590991583357,6,0,0,0,0,0
757,2489.685713127319,6,0,0,0,1,0
758,1000000.0,6,0,0,0,2,1
759,2263.082380283655,6,0,0,1,0,0
760,1000000.0,6,0,0,1,1,1
761,1000000.0,6,0,0,1,2,1
762,2488.311021059215,6,0,1,0,0,0
763,2441.7121528765288,6,0,1,0,1,0
764,1000000.0,6,0,1,0,2,1
765,2076.6617418813876,6,0,1,1,0,0
766,2076.754025095031,6,0,1,1,1,0
767,1000000.0,6,0,1,1,2,1
768,2376.9762443213754,6,0,2,0,0,0
769,2378.5790217706526,6,0,2,0,1,0
770,1000000.0,6,0,2,0,2,1
771,2078.1444184443803,6,0,2,1,0,0
772,1000000.0,6,0,2,1,1,1
773,1000000.0,6,0,2,1,2,1
774,2488.944364172355,6,1,0,0,0,0
775,2490.299617132013,6,1,0,0,1,0
776,1000000.0,6,1,0,0,2,1
777,1000000.0,6,1,0,1,0,1
778,1000000.0,6,1,0,1,1,1
779,1000000.0,6,1,0,1,2,1
780,2489.2918817122736,6,1,1,0,0,0
781,1000000.0,6,1,1,0,1,1
782,1000000.0,6,1,1,0,2,1
783,1000000.0,6,1,1,1,0,1
784,1000000.0,6,1,1,1,1,1
785,1000000.0,6,1,1,1,2,1
786,2379.364700828449,6,1,2,0,0,0
787,1000000.0,6,1,2,0,1,1
788,1000000.0,6,1,2,0,2,1
789,1000000.0,6,1,2,1,0,1
790,1000000.0,6,1,2,1,1,1
791,1000000.0,6,1,2,1,2,1
792,2489.6159779271393,6,2,0,0,0,0
793,2491.0546267122545,6,2,0,0,1,0
794,1000000.0,6,2,0,0,2,1
795,2258.356414288714,6,2,0,1,0,0
796,1000000.0,6,2,0,1,1,1
797,1000000.0,6,2,0,1,2,1
798,2490.214455141311,6,2,1,0,0,0
799,1000000.0,6,2,1,0,1,1
800,1000000.0,6,2,1,0,2,1
801,1000000.0,6,2,1,1,0,1
802,22.0,6,2,1,1,1,0
803,1000000.0,6,2,1,1,2,1
804,1000000.0,6,2,2,0,0,1
805,1000000.0,6,2,2,0,1,1
806,1000000.0,6,2,2,0,2,1
807,1000000.0,6,2,2,1,0,1
808,1000000.0,6,2,2,1,1,1
809,1000000.0,6,2,2,1,2,1
810,1000000.0,6,3,0,0,0,1
811,1000000.0,6,3,0,0,1,1
812,1000000.0,6,3,0,0,2,1
813,1000000.0,6,3,0,1,0,1
814,1000000.0,6,3,0,1,1,1
815,1000000.0,6,3,0,1,2,1
816,1000000.0,6,3,1,0,0,1
817,1000000.0,6,3,1,0,1,1
818,1000000.0,6,3,1,0,2,1
819,1000000.0,6,3,1,1,0,1
820,1000000.0,6,3,1,1,1,1
821,1000000.0,6,3,1,1,2,1
822,1000000.0,6,3,2,0,0,1
823,1000000.0,6,3,2,0,1,1
824,1000000.0,6,3,2,0,2,1
825,1000000.0,6,3,2,1,0,1
826,1000000.0,6,3,2,1,1,1
827,1000000.0,6,3,2,1,2,1
828,1000000.0,6,4,0,0,0,1
829,1000000.0,6,4,0,0,1,1
830,1000000.0,6,4,0,0,2,1
831,1000000.0,6,4,0,1,0,1
832,1000000.0,6,4,0,1,1,1
833,1000000.0,6,4,0,1,2,1
834,1000000.0,6,4,1,0,0,1
835,1000000.0,6,4,1,0,1,1
836,1000000.0,6,4,1,0,2,1
837,1000000.0,6,4,1,1,0,1
838,1000000.0,6,4,1,1,1,1
839,1000000.0,6,4,1,1,2,1
840,1000000.0,6,4,2,0,0,1
841,1000000.0,6,4,2,0,1,1
842,1000000.0,6,4,2,0,2,1
843,1000000.0,6,4,2,1,0,1
844,1000000.0,6,4,2,1,1,1
845,1000000.0,6,4,2,1,2,1
846,1000000.0,6,5,0,0,0,1
847,1000000.0,6,5,0,0,1,1
848,1000000.0,6,5,0,0,2,1
849,1000000.0,6,5,0,1,0,1
850,1000000.0,6,5,0,1,1,1
851,1000000.0,6,5,0,1,2,1
852,1000000.0,6,5,1,0,0,1
853,1000000.0,6,5,1,0,1,1
854,1000000.0,6,5,1,0,2,1
855,1000000.0,6,5,1,1,0,1
856,1000000.0,6,5,1,1,1,1
857,1000000.0,6,5,1,1,2,1
858,1000000.0,6,5,2,0,0,1
859,1000000.0,6,5,2,0,1,1
860,1000000.0,6,5,2,0,2,1
861,1000000.0,6,5,2,1,0,1
862,1000000.0,6,5,2,1,1,1
863,1000000.0,6,5,2,1,2,1
864,1000000.0,6,6,0,0,0,1
865,1000000.0,6,6,0,0,1,1
866,1000000.0,6,6,0,0,2,1
867,1000000.0,6,6,0,1,0,1
868,1000000.0,6,6,0,1,1,1
869,1000000.0,6,6,0,1,2,1
870,1000000.0,6,6,1,0,0,1
871,2441.216748359365,6,6,1,0,1,0
872,1000000.0,6,6,1,0,2,1
873,1000000.0,6,6,1,1,0,1
874,1000000.0,6,6,1,1,1,1
875,1000000.0,6,6,1,1,2,1
876,1000000.0,6,6,2,0,0,1
877,1000000.0,6,6,2,0,1,1
878,1000000.0,6,6,2,0,2,1
879,1000000.0,6,6,2,1,0,1
880,1000000.0,6,6,2,1,1,1
881,1000000.0,6,6,2,1,2,1
