,Date,Hour,Count,Weekday
2014-05-01 00:00:00,2014-05-01,0,24,Thursday
2014-05-01 01:00:00,2014-05-01,1,10,Thursday
2014-05-01 02:00:00,2014-05-01,2,9,Thursday
2014-05-01 03:00:00,2014-05-01,3,15,Thursday
2014-05-01 04:00:00,2014-05-01,4,28,Thursday
2014-05-01 05:00:00,2014-05-01,5,69,Thursday
2014-05-01 06:00:00,2014-05-01,6,97,Thursday
2014-05-01 07:00:00,2014-05-01,7,96,Thursday
2014-05-01 08:00:00,2014-05-01,8,106,Thursday
2014-05-01 09:00:00,2014-05-01,9,61,Thursday
2014-05-01 10:00:00,2014-05-01,10,46,Thursday
2014-05-01 11:00:00,2014-05-01,11,51,Thursday
2014-05-01 12:00:00,2014-05-01,12,66,Thursday
2014-05-01 13:00:00,2014-05-01,13,60,Thursday
2014-05-01 14:00:00,2014-05-01,14,65,Thursday
2014-05-01 15:00:00,2014-05-01,15,66,Thursday
2014-05-01 16:00:00,2014-05-01,16,73,Thursday
2014-05-01 17:00:00,2014-05-01,17,88,Thursday
2014-05-01 18:00:00,2014-05-01,18,72,Thursday
2014-05-01 19:00:00,2014-05-01,19,87,Thursday
2014-05-01 20:00:00,2014-05-01,20,67,Thursday
2014-05-01 21:00:00,2014-05-01,21,114,Thursday
2014-05-01 22:00:00,2014-05-01,22,93,Thursday
2014-05-01 23:00:00,2014-05-01,23,72,Thursday
2014-05-02 00:00:00,2014-05-02,0,43,Friday
2014-05-02 01:00:00,2014-05-02,1,16,Friday
2014-05-02 02:00:00,2014-05-02,2,15,Friday
2014-05-02 03:00:00,2014-05-02,3,23,Friday
2014-05-02 04:00:00,2014-05-02,4,36,Friday
2014-05-02 05:00:00,2014-05-02,5,60,Friday
2014-05-02 06:00:00,2014-05-02,6,96,Friday
2014-05-02 07:00:00,2014-05-02,7,110,Friday
2014-05-02 08:00:00,2014-05-02,8,86,Friday
2014-05-02 09:00:00,2014-05-02,9,63,Friday
2014-05-02 10:00:00,2014-05-02,10,62,Friday
2014-05-02 11:00:00,2014-05-02,11,49,Friday
2014-05-02 12:00:00,2014-05-02,12,63,Friday
2014-05-02 13:00:00,2014-05-02,13,76,Friday
2014-05-02 14:00:00,2014-05-02,14,65,Friday
2014-05-02 15:00:00,2014-05-02,15,64,Friday
2014-05-02 16:00:00,2014-05-02,16,77,Friday
2014-05-02 17:00:00,2014-05-02,17,94,Friday
2014-05-02 18:00:00,2014-05-02,18,113,Friday
2014-05-02 19:00:00,2014-05-02,19,100,Friday
2014-05-02 20:00:00,2014-05-02,20,176,Friday
2014-05-02 21:00:00,2014-05-02,21,131,Friday
2014-05-02 22:00:00,2014-05-02,22,161,Friday
2014-05-02 23:00:00,2014-05-02,23,130,Friday
2014-05-05 00:00:00,2014-05-05,0,29,Monday
2014-05-05 01:00:00,2014-05-05,1,13,Monday
2014-05-05 02:00:00,2014-05-05,2,7,Monday
2014-05-05 03:00:00,2014-05-05,3,25,Monday
2014-05-05 04:00:00,2014-05-05,4,34,Monday
2014-05-05 05:00:00,2014-05-05,5,80,Monday
2014-05-05 06:00:00,2014-05-05,6,78,Monday
2014-05-05 07:00:00,2014-05-05,7,79,Monday
2014-05-05 08:00:00,2014-05-05,8,71,Monday
2014-05-05 09:00:00,2014-05-05,9,51,Monday
2014-05-05 10:00:00,2014-05-05,10,42,Monday
2014-05-05 11:00:00,2014-05-05,11,43,Monday
2014-05-05 12:00:00,2014-05-05,12,47,Monday
2014-05-05 13:00:00,2014-05-05,13,56,Monday
2014-05-05 14:00:00,2014-05-05,14,67,Monday
2014-05-05 15:00:00,2014-05-05,15,44,Monday
2014-05-05 16:00:00,2014-05-05,16,71,Monday
2014-05-05 17:00:00,2014-05-05,17,65,Monday
2014-05-05 18:00:00,2014-05-05,18,49,Monday
2014-05-05 19:00:00,2014-05-05,19,64,Monday
2014-05-05 20:00:00,2014-05-05,20,74,Monday
2014-05-05 21:00:00,2014-05-05,21,59,Monday
2014-05-05 22:00:00,2014-05-05,22,69,Monday
2014-05-05 23:00:00,2014-05-05,23,38,Monday
2014-05-06 00:00:00,2014-05-06,0,16,Tuesday
2014-05-06 01:00:00,2014-05-06,1,14,Tuesday
2014-05-06 02:00:00,2014-05-06,2,13,Tuesday
2014-05-06 03:00:00,2014-05-06,3,16,Tuesday
2014-05-06 04:00:00,2014-05-06,4,26,Tuesday
2014-05-06 05:00:00,2014-05-06,5,67,Tuesday
2014-05-06 06:00:00,2014-05-06,6,87,Tuesday
2014-05-06 07:00:00,2014-05-06,7,85,Tuesday
2014-05-06 08:00:00,2014-05-06,8,76,Tuesday
2014-05-06 09:00:00,2014-05-06,9,43,Tuesday
2014-05-06 10:00:00,2014-05-06,10,42,Tuesday
2014-05-06 11:00:00,2014-05-06,11,45,Tuesday
2014-05-06 12:00:00,2014-05-06,12,67,Tuesday
2014-05-06 13:00:00,2014-05-06,13,51,Tuesday
2014-05-06 14:00:00,2014-05-06,14,60,Tuesday
2014-05-06 15:00:00,2014-05-06,15,66,Tuesday
2014-05-06 16:00:00,2014-05-06,16,64,Tuesday
2014-05-06 17:00:00,2014-05-06,17,66,Tuesday
2014-05-06 18:00:00,2014-05-06,18,56,Tuesday
2014-05-06 19:00:00,2014-05-06,19,50,Tuesday
2014-05-06 20:00:00,2014-05-06,20,64,Tuesday
2014-05-06 21:00:00,2014-05-06,21,84,Tuesday
2014-05-06 22:00:00,2014-05-06,22,69,Tuesday
2014-05-06 23:00:00,2014-05-06,23,41,Tuesday
2014-05-07 00:00:00,2014-05-07,0,28,Wednesday
2014-05-07 01:00:00,2014-05-07,1,8,Wednesday
2014-05-07 02:00:00,2014-05-07,2,10,Wednesday
2014-05-07 03:00:00,2014-05-07,3,22,Wednesday
2014-05-07 04:00:00,2014-05-07,4,40,Wednesday
2014-05-07 05:00:00,2014-05-07,5,68,Wednesday
2014-05-07 06:00:00,2014-05-07,6,76,Wednesday
2014-05-07 07:00:00,2014-05-07,7,108,Wednesday
2014-05-07 08:00:00,2014-05-07,8,87,Wednesday
2014-05-07 09:00:00,2014-05-07,9,54,Wednesday
2014-05-07 10:00:00,2014-05-07,10,55,Wednesday
2014-05-07 11:00:00,2014-05-07,11,65,Wednesday
2014-05-07 12:00:00,2014-05-07,12,54,Wednesday
2014-05-07 13:00:00,2014-05-07,13,54,Wednesday
2014-05-07 14:00:00,2014-05-07,14,49,Wednesday
2014-05-07 15:00:00,2014-05-07,15,57,Wednesday
2014-05-07 16:00:00,2014-05-07,16,84,Wednesday
2014-05-07 17:00:00,2014-05-07,17,65,Wednesday
2014-05-07 18:00:00,2014-05-07,18,85,Wednesday
