,Date,Hour,Count,Weekday
2014-06-02 00:00:00,2014-06-02,0,6,Monday
2014-06-02 02:00:00,2014-06-02,2,2,Monday
2014-06-02 03:00:00,2014-06-02,3,2,Monday
2014-06-02 04:00:00,2014-06-02,4,10,Monday
2014-06-02 05:00:00,2014-06-02,5,9,Monday
2014-06-02 06:00:00,2014-06-02,6,10,Monday
2014-06-02 07:00:00,2014-06-02,7,8,Monday
2014-06-02 08:00:00,2014-06-02,8,16,Monday
2014-06-02 09:00:00,2014-06-02,9,7,Monday
2014-06-02 10:00:00,2014-06-02,10,8,Monday
2014-06-02 11:00:00,2014-06-02,11,7,Monday
2014-06-02 12:00:00,2014-06-02,12,12,Monday
2014-06-02 13:00:00,2014-06-02,13,9,Monday
2014-06-02 14:00:00,2014-06-02,14,13,Monday
2014-06-02 15:00:00,2014-06-02,15,17,Monday
2014-06-02 16:00:00,2014-06-02,16,12,Monday
2014-06-02 17:00:00,2014-06-02,17,8,Monday
2014-06-02 18:00:00,2014-06-02,18,6,Monday
2014-06-02 19:00:00,2014-06-02,19,5,Monday
2014-06-02 20:00:00,2014-06-02,20,10,Monday
2014-06-02 21:00:00,2014-06-02,21,12,Monday
2014-06-02 22:00:00,2014-06-02,22,10,Monday
2014-06-02 23:00:00,2014-06-02,23,9,Monday
2014-06-03 00:00:00,2014-06-03,0,4,Tuesday
2014-06-03 01:00:00,2014-06-03,1,1,Tuesday
2014-06-03 04:00:00,2014-06-03,4,9,Tuesday
2014-06-03 05:00:00,2014-06-03,5,7,Tuesday
2014-06-03 06:00:00,2014-06-03,6,9,Tuesday
2014-06-03 07:00:00,2014-06-03,7,3,Tuesday
2014-06-03 08:00:00,2014-06-03,8,8,Tuesday
2014-06-03 09:00:00,2014-06-03,9,7,Tuesday
2014-06-03 10:00:00,2014-06-03,10,9,Tuesday
2014-06-03 11:00:00,2014-06-03,11,11,Tuesday
2014-06-03 12:00:00,2014-06-03,12,9,Tuesday
2014-06-03 13:00:00,2014-06-03,13,13,Tuesday
2014-06-03 14:00:00,2014-06-03,14,13,Tuesday
2014-06-03 15:00:00,2014-06-03,15,18,Tuesday
2014-06-03 16:00:00,2014-06-03,16,15,Tuesday
