,Date,Hour,Count,Weekday
2014-08-02 00:00:00,2014-08-02,0,701,Saturday
2014-08-02 01:00:00,2014-08-02,1,587,Saturday
2014-08-02 02:00:00,2014-08-02,2,357,Saturday
2014-08-02 03:00:00,2014-08-02,3,250,Saturday
2014-08-02 04:00:00,2014-08-02,4,171,Saturday
2014-08-02 05:00:00,2014-08-02,5,120,Saturday
2014-08-02 06:00:00,2014-08-02,6,147,Saturday
2014-08-02 07:00:00,2014-08-02,7,161,Saturday
2014-08-02 08:00:00,2014-08-02,8,221,Saturday
2014-08-02 09:00:00,2014-08-02,9,249,Saturday
2014-08-02 10:00:00,2014-08-02,10,275,Saturday
2014-08-02 11:00:00,2014-08-02,11,316,Saturday
2014-08-02 12:00:00,2014-08-02,12,351,Saturday
2014-08-02 13:00:00,2014-08-02,13,387,Saturday
2014-08-02 14:00:00,2014-08-02,14,473,Saturday
2014-08-02 15:00:00,2014-08-02,15,579,Saturday
2014-08-02 16:00:00,2014-08-02,16,587,Saturday
2014-08-02 17:00:00,2014-08-02,17,645,Saturday
2014-08-02 18:00:00,2014-08-02,18,682,Saturday
2014-08-02 19:00:00,2014-08-02,19,673,Saturday
2014-08-02 20:00:00,2014-08-02,20,653,Saturday
2014-08-02 21:00:00,2014-08-02,21,755,Saturday
2014-08-02 22:00:00,2014-08-02,22,941,Saturday
2014-08-02 23:00:00,2014-08-02,23,787,Saturday
2014-08-03 00:00:00,2014-08-03,0,786,Sunday
2014-08-03 01:00:00,2014-08-03,1,602,Sunday
2014-08-03 02:00:00,2014-08-03,2,388,Sunday
2014-08-03 03:00:00,2014-08-03,3,256,Sunday
2014-08-03 04:00:00,2014-08-03,4,123,Sunday
2014-08-03 05:00:00,2014-08-03,5,106,Sunday
2014-08-03 06:00:00,2014-08-03,6,99,Sunday
2014-08-03 07:00:00,2014-08-03,7,157,Sunday
2014-08-03 08:00:00,2014-08-03,8,184,Sunday
2014-08-03 09:00:00,2014-08-03,9,231,Sunday
2014-08-03 10:00:00,2014-08-03,10,298,Sunday
2014-08-03 11:00:00,2014-08-03,11,335,Sunday
2014-08-03 12:00:00,2014-08-03,12,362,Sunday
2014-08-03 13:00:00,2014-08-03,13,367,Sunday
2014-08-03 14:00:00,2014-08-03,14,434,Sunday
2014-08-03 15:00:00,2014-08-03,15,465,Sunday
2014-08-03 16:00:00,2014-08-03,16,491,Sunday
2014-08-03 17:00:00,2014-08-03,17,463,Sunday
2014-08-03 18:00:00,2014-08-03,18,426,Sunday
2014-08-03 19:00:00,2014-08-03,19,387,Sunday
2014-08-03 20:00:00,2014-08-03,20,383,Sunday
2014-08-03 21:00:00,2014-08-03,21,370,Sunday
2014-08-03 22:00:00,2014-08-03,22,230,Sunday
2014-08-03 23:00:00,2014-08-03,23,158,Sunday
2014-08-09 00:00:00,2014-08-09,0,599,Saturday
2014-08-09 01:00:00,2014-08-09,1,445,Saturday
2014-08-09 02:00:00,2014-08-09,2,330,Saturday
2014-08-09 03:00:00,2014-08-09,3,201,Saturday
2014-08-09 04:00:00,2014-08-09,4,126,Saturday
2014-08-09 05:00:00,2014-08-09,5,110,Saturday
2014-08-09 06:00:00,2014-08-09,6,129,Saturday
2014-08-09 07:00:00,2014-08-09,7,165,Saturday
2014-08-09 08:00:00,2014-08-09,8,187,Saturday
2014-08-09 09:00:00,2014-08-09,9,226,Saturday
2014-08-09 10:00:00,2014-08-09,10,243,Saturday
2014-08-09 11:00:00,2014-08-09,11,247,Saturday
2014-08-09 12:00:00,2014-08-09,12,360,Saturday
2014-08-09 13:00:00,2014-08-09,13,376,Saturday
2014-08-09 14:00:00,2014-08-09,14,409,Saturday
2014-08-09 15:00:00,2014-08-09,15,504,Saturday
2014-08-09 16:00:00,2014-08-09,16,567,Saturday
2014-08-09 17:00:00,2014-08-09,17,599,Saturday
2014-08-09 18:00:00,2014-08-09,18,651,Saturday
2014-08-09 19:00:00,2014-08-09,19,572,Saturday
2014-08-09 20:00:00,2014-08-09,20,608,Saturday
2014-08-09 21:00:00,2014-08-09,21,646,Saturday
2014-08-09 22:00:00,2014-08-09,22,773,Saturday
2014-08-09 23:00:00,2014-08-09,23,696,Saturday
2014-08-10 00:00:00,2014-08-10,0,615,Sunday
2014-08-10 01:00:00,2014-08-10,1,467,Sunday
2014-08-10 02:00:00,2014-08-10,2,361,Sunday
2014-08-10 03:00:00,2014-08-10,3,203,Sunday
2014-08-10 04:00:00,2014-08-10,4,107,Sunday
2014-08-10 05:00:00,2014-08-10,5,75,Sunday
2014-08-10 06:00:00,2014-08-10,6,73,Sunday
2014-08-10 07:00:00,2014-08-10,7,91,Sunday
2014-08-10 08:00:00,2014-08-10,8,138,Sunday
2014-08-10 09:00:00,2014-08-10,9,170,Sunday
2014-08-10 10:00:00,2014-08-10,10,256,Sunday
2014-08-10 11:00:00,2014-08-10,11,310,Sunday
2014-08-10 12:00:00,2014-08-10,12,317,Sunday
2014-08-10 13:00:00,2014-08-10,13,339,Sunday
2014-08-10 14:00:00,2014-08-10,14,342,Sunday
2014-08-10 15:00:00,2014-08-10,15,391,Sunday
2014-08-10 16:00:00,2014-08-10,16,405,Sunday
2014-08-10 17:00:00,2014-08-10,17,442,Sunday
2014-08-10 18:00:00,2014-08-10,18,381,Sunday
2014-08-10 19:00:00,2014-08-10,19,371,Sunday
2014-08-10 20:00:00,2014-08-10,20,384,Sunday
2014-08-10 21:00:00,2014-08-10,21,356,Sunday
