,Date,Hour,Count,Weekday
2014-07-05 00:00:00,2014-07-05,0,26,Saturday
2014-07-05 01:00:00,2014-07-05,1,8,Saturday
2014-07-05 02:00:00,2014-07-05,2,8,Saturday
2014-07-05 03:00:00,2014-07-05,3,5,Saturday
2014-07-05 04:00:00,2014-07-05,4,4,Saturday
2014-07-05 05:00:00,2014-07-05,5,5,Saturday
2014-07-05 06:00:00,2014-07-05,6,6,Saturday
2014-07-05 07:00:00,2014-07-05,7,7,Saturday
2014-07-05 08:00:00,2014-07-05,8,7,Saturday
2014-07-05 09:00:00,2014-07-05,9,13,Saturday
2014-07-05 10:00:00,2014-07-05,10,18,Saturday
2014-07-05 11:00:00,2014-07-05,11,23,Saturday
2014-07-05 12:00:00,2014-07-05,12,37,Saturday
2014-07-05 13:00:00,2014-07-05,13,33,Saturday
2014-07-05 14:00:00,2014-07-05,14,50,Saturday
2014-07-05 15:00:00,2014-07-05,15,25,Saturday
2014-07-05 16:00:00,2014-07-05,16,37,Saturday
2014-07-05 17:00:00,2014-07-05,17,31,Saturday
2014-07-05 18:00:00,2014-07-05,18,36,Saturday
2014-07-05 19:00:00,2014-07-05,19,45,Saturday
2014-07-05 20:00:00,2014-07-05,20,41,Saturday
2014-07-05 21:00:00,2014-07-05,21,40,Saturday
2014-07-05 22:00:00,2014-07-05,22,49,Saturday
2014-07-05 23:00:00,2014-07-05,23,34,Saturday
2014-07-06 00:00:00,2014-07-06,0,13,Sunday
2014-07-06 01:00:00,2014-07-06,1,17,Sunday
2014-07-06 02:00:00,2014-07-06,2,14,Sunday
2014-07-06 03:00:00,2014-07-06,3,3,Sunday
2014-07-06 04:00:00,2014-07-06,4,18,Sunday
2014-07-06 05:00:00,2014-07-06,5,17,Sunday
2014-07-06 06:00:00,2014-07-06,6,18,Sunday
2014-07-06 07:00:00,2014-07-06,7,4,Sunday
2014-07-06 08:00:00,2014-07-06,8,6,Sunday
2014-07-06 09:00:00,2014-07-06,9,12,Sunday
2014-07-06 10:00:00,2014-07-06,10,23,Sunday
2014-07-06 11:00:00,2014-07-06,11,26,Sunday
2014-07-06 12:00:00,2014-07-06,12,49,Sunday
2014-07-06 13:00:00,2014-07-06,13,83,Sunday
2014-07-06 14:00:00,2014-07-06,14,66,Sunday
2014-07-06 15:00:00,2014-07-06,15,90,Sunday
2014-07-06 16:00:00,2014-07-06,16,72,Sunday
2014-07-06 17:00:00,2014-07-06,17,38,Sunday
2014-07-06 18:00:00,2014-07-06,18,74,Sunday
2014-07-06 19:00:00,2014-07-06,19,110,Sunday
2014-07-06 20:00:00,2014-07-06,20,96,Sunday
2014-07-06 21:00:00,2014-07-06,21,141,Sunday
2014-07-06 22:00:00,2014-07-06,22,120,Sunday
2014-07-06 23:00:00,2014-07-06,23,75,Sunday
2014-07-12 00:00:00,2014-07-12,0,17,Saturday
2014-07-12 01:00:00,2014-07-12,1,11,Saturday
2014-07-12 02:00:00,2014-07-12,2,6,Saturday
2014-07-12 03:00:00,2014-07-12,3,2,Saturday
2014-07-12 04:00:00,2014-07-12,4,10,Saturday
2014-07-12 05:00:00,2014-07-12,5,23,Saturday
2014-07-12 06:00:00,2014-07-12,6,20,Saturday
2014-07-12 07:00:00,2014-07-12,7,19,Saturday
2014-07-12 08:00:00,2014-07-12,8,10,Saturday
2014-07-12 09:00:00,2014-07-12,9,17,Saturday
2014-07-12 10:00:00,2014-07-12,10,14,Saturday
2014-07-12 11:00:00,2014-07-12,11,19,Saturday
2014-07-12 12:00:00,2014-07-12,12,31,Saturday
2014-07-12 13:00:00,2014-07-12,13,37,Saturday
2014-07-12 14:00:00,2014-07-12,14,54,Saturday
2014-07-12 15:00:00,2014-07-12,15,37,Saturday
2014-07-12 16:00:00,2014-07-12,16,70,Saturday
2014-07-12 17:00:00,2014-07-12,17,42,Saturday
2014-07-12 18:00:00,2014-07-12,18,49,Saturday
2014-07-12 19:00:00,2014-07-12,19,46,Saturday
2014-07-12 20:00:00,2014-07-12,20,53,Saturday
2014-07-12 21:00:00,2014-07-12,21,56,Saturday
2014-07-12 22:00:00,2014-07-12,22,39,Saturday
2014-07-12 23:00:00,2014-07-12,23,17,Saturday
2014-07-13 00:00:00,2014-07-13,0,19,Sunday
2014-07-13 01:00:00,2014-07-13,1,13,Sunday
2014-07-13 02:00:00,2014-07-13,2,8,Sunday
2014-07-13 03:00:00,2014-07-13,3,7,Sunday
2014-07-13 04:00:00,2014-07-13,4,10,Sunday
2014-07-13 05:00:00,2014-07-13,5,26,Sunday
2014-07-13 06:00:00,2014-07-13,6,18,Sunday
2014-07-13 07:00:00,2014-07-13,7,15,Sunday
2014-07-13 08:00:00,2014-07-13,8,18,Sunday
2014-07-13 09:00:00,2014-07-13,9,22,Sunday
2014-07-13 10:00:00,2014-07-13,10,28,Sunday
2014-07-13 11:00:00,2014-07-13,11,30,Sunday
2014-07-13 12:00:00,2014-07-13,12,49,Sunday
2014-07-13 13:00:00,2014-07-13,13,64,Sunday
2014-07-13 14:00:00,2014-07-13,14,81,Sunday
2014-07-13 15:00:00,2014-07-13,15,67,Sunday
2014-07-13 16:00:00,2014-07-13,16,73,Sunday
2014-07-13 17:00:00,2014-07-13,17,71,Sunday
2014-07-13 18:00:00,2014-07-13,18,63,Sunday
2014-07-13 19:00:00,2014-07-13,19,80,Sunday
2014-07-13 20:00:00,2014-07-13,20,68,Sunday
2014-07-13 21:00:00,2014-07-13,21,55,Sunday
2014-07-13 22:00:00,2014-07-13,22,97,Sunday
2014-07-13 23:00:00,2014-07-13,23,59,Sunday
2014-07-19 00:00:00,2014-07-19,0,23,Saturday
2014-07-19 01:00:00,2014-07-19,1,10,Saturday
2014-07-19 02:00:00,2014-07-19,2,6,Saturday
2014-07-19 03:00:00,2014-07-19,3,8,Saturday
2014-07-19 04:00:00,2014-07-19,4,26,Saturday
2014-07-19 05:00:00,2014-07-19,5,24,Saturday
