,Date,Hour,Count_0,Weekday,Month,IsWeekend,Count_4,Count_1,Count_5,Count_3,Count_2
2014-07-11 15:00:00,2014-07-11,15,899,4,7,0,610,78.0,87,59.0,20.0
2014-07-11 16:00:00,2014-07-11,16,942,4,7,0,674,97.0,119,52.0,19.0
2014-07-11 17:00:00,2014-07-11,17,947,4,7,0,720,93.0,150,47.0,16.0
2014-07-11 18:00:00,2014-07-11,18,955,4,7,0,720,89.0,137,46.0,20.0
2014-07-11 19:00:00,2014-07-11,19,667,4,7,0,599,78.0,168,62.0,9.0
2014-07-11 20:00:00,2014-07-11,20,594,4,7,0,562,84.0,187,59.0,14.0
2014-07-11 21:00:00,2014-07-11,21,727,4,7,0,665,114.0,217,46.0,15.0
2014-07-11 22:00:00,2014-07-11,22,655,4,7,0,811,178.0,234,58.0,22.0
2014-07-11 23:00:00,2014-07-11,23,538,4,7,0,762,78.0,192,45.0,14.0
2014-07-12 00:00:00,2014-07-12,0,472,5,7,0,574,60.0,173,17.0,6.0
2014-07-12 01:00:00,2014-07-12,1,213,5,7,0,509,29.0,124,11.0,7.0
2014-07-12 02:00:00,2014-07-12,2,145,5,7,0,354,32.0,71,6.0,1.0
2014-07-12 03:00:00,2014-07-12,3,124,5,7,0,207,23.0,53,2.0,2.0
2014-07-12 04:00:00,2014-07-12,4,100,5,7,0,86,14.0,44,10.0,7.0
2014-07-12 05:00:00,2014-07-12,5,117,5,7,0,105,28.0,43,23.0,5.0
2014-07-12 06:00:00,2014-07-12,6,113,5,7,0,120,24.0,64,20.0,1.0
2014-07-12 07:00:00,2014-07-12,7,168,5,7,0,125,43.0,89,19.0,6.0
2014-07-12 08:00:00,2014-07-12,8,228,5,7,0,189,50.0,108,10.0,2.0
2014-07-12 09:00:00,2014-07-12,9,315,5,7,0,223,57.0,137,17.0,7.0
2014-07-12 10:00:00,2014-07-12,10,374,5,7,0,287,74.0,153,14.0,8.0
2014-07-12 11:00:00,2014-07-12,11,386,5,7,0,347,80.0,153,19.0,9.0
2014-07-12 12:00:00,2014-07-12,12,396,5,7,0,361,80.0,168,31.0,11.0
2014-07-12 13:00:00,2014-07-12,13,385,5,7,0,428,85.0,179,37.0,8.0
2014-07-12 14:00:00,2014-07-12,14,442,5,7,0,537,100.0,201,54.0,7.0
2014-07-12 15:00:00,2014-07-12,15,522,5,7,0,623,93.0,193,37.0,18.0
2014-07-12 16:00:00,2014-07-12,16,597,5,7,0,657,118.0,222,70.0,14.0
2014-07-12 17:00:00,2014-07-12,17,684,5,7,0,606,120.0,226,42.0,14.0
2014-07-12 18:00:00,2014-07-12,18,721,5,7,0,632,90.0,174,49.0,7.0
2014-07-12 19:00:00,2014-07-12,19,539,5,7,0,552,99.0,172,46.0,12.0
2014-07-12 20:00:00,2014-07-12,20,530,5,7,0,567,81.0,208,53.0,13.0
2014-07-12 21:00:00,2014-07-12,21,599,5,7,0,616,106.0,263,56.0,8.0
2014-07-12 22:00:00,2014-07-12,22,640,5,7,0,729,179.0,252,39.0,16.0
2014-07-12 23:00:00,2014-07-12,23,598,5,7,0,685,141.0,227,17.0,18.0
2014-07-13 00:00:00,2014-07-13,0,377,6,7,0,638,50.0,206,19.0,14.0
2014-07-13 01:00:00,2014-07-13,1,212,6,7,0,530,55.0,146,13.0,3.0
2014-07-13 02:00:00,2014-07-13,2,209,6,7,0,396,31.0,73,8.0,2.0
2014-07-13 03:00:00,2014-07-13,3,129,6,7,0,245,27.0,59,7.0,4.0
2014-07-13 04:00:00,2014-07-13,4,84,6,7,0,99,16.0,52,10.0,4.0
2014-07-13 05:00:00,2014-07-13,5,76,6,7,0,75,27.0,32,26.0,4.0
2014-07-13 06:00:00,2014-07-13,6,108,6,7,0,63,14.0,51,18.0,5.0
2014-07-13 07:00:00,2014-07-13,7,138,6,7,0,97,32.0,67,15.0,4.0
2014-07-13 08:00:00,2014-07-13,8,208,6,7,0,138,40.0,107,18.0,5.0
2014-07-13 09:00:00,2014-07-13,9,299,6,7,0,261,58.0,138,22.0,3.0
2014-07-13 10:00:00,2014-07-13,10,366,6,7,0,281,73.0,138,28.0,12.0
2014-07-13 11:00:00,2014-07-13,11,395,6,7,0,364,87.0,188,30.0,11.0
2014-07-13 12:00:00,2014-07-13,12,432,6,7,0,367,108.0,168,49.0,18.0
2014-07-13 13:00:00,2014-07-13,13,464,6,7,0,431,107.0,174,64.0,17.0
2014-07-13 14:00:00,2014-07-13,14,436,6,7,0,433,108.0,200,81.0,14.0
2014-07-13 15:00:00,2014-07-13,15,372,6,7,0,376,102.0,134,67.0,19.0
2014-07-13 16:00:00,2014-07-13,16,482,6,7,0,461,124.0,142,73.0,15.0
2014-07-13 17:00:00,2014-07-13,17,531,6,7,0,492,122.0,198,71.0,14.0
2014-07-13 18:00:00,2014-07-13,18,450,6,7,0,376,104.0,141,63.0,11.0
2014-07-13 19:00:00,2014-07-13,19,355,6,7,0,333,79.0,109,80.0,16.0
2014-07-13 20:00:00,2014-07-13,20,360,6,7,0,338,97.0,152,68.0,15.0
2014-07-13 21:00:00,2014-07-13,21,304,6,7,0,306,105.0,131,55.0,9.0
2014-07-13 22:00:00,2014-07-13,22,277,6,7,0,289,133.0,128,97.0,10.0
2014-07-13 23:00:00,2014-07-13,23,241,6,7,0,289,92.0,94,59.0,10.0
2014-07-14 00:00:00,2014-07-14,0,101,0,7,0,141,64.0,47,42.0,22.0
2014-07-14 01:00:00,2014-07-14,1,58,0,7,0,69,14.0,28,15.0,8.0
2014-07-14 02:00:00,2014-07-14,2,39,0,7,0,36,13.0,23,4.0,2.0
2014-07-14 03:00:00,2014-07-14,3,95,0,7,0,94,25.0,47,13.0,0.0
2014-07-14 04:00:00,2014-07-14,4,149,0,7,0,131,28.0,58,27.0,15.0
2014-07-14 05:00:00,2014-07-14,5,230,0,7,0,214,62.0,98,63.0,19.0
2014-07-14 06:00:00,2014-07-14,6,406,0,7,0,337,66.0,113,62.0,6.0
2014-07-14 07:00:00,2014-07-14,7,648,0,7,0,440,97.0,119,59.0,16.0
2014-07-14 08:00:00,2014-07-14,8,550,0,7,0,470,119.0,106,17.0,15.0
2014-07-14 09:00:00,2014-07-14,9,464,0,7,0,313,107.0,75,41.0,12.0
2014-07-14 10:00:00,2014-07-14,10,404,0,7,0,319,99.0,79,26.0,19.0
2014-07-14 11:00:00,2014-07-14,11,442,0,7,0,283,74.0,84,18.0,12.0
2014-07-14 12:00:00,2014-07-14,12,417,0,7,0,277,66.0,74,39.0,10.0
2014-07-14 13:00:00,2014-07-14,13,402,0,7,0,312,80.0,92,59.0,14.0
2014-07-14 14:00:00,2014-07-14,14,541,0,7,0,383,55.0,91,105.0,17.0
2014-07-14 15:00:00,2014-07-14,15,672,0,7,0,447,74.0,81,50.0,10.0
2014-07-14 16:00:00,2014-07-14,16,923,0,7,0,577,64.0,87,86.0,10.0
2014-07-14 17:00:00,2014-07-14,17,1233,0,7,0,824,57.0,119,45.0,18.0
2014-07-14 18:00:00,2014-07-14,18,1072,0,7,0,668,64.0,109,52.0,12.0
2014-07-14 19:00:00,2014-07-14,19,1095,0,7,0,838,45.0,140,50.0,9.0
2014-07-14 20:00:00,2014-07-14,20,1049,0,7,0,923,83.0,182,25.0,11.0
2014-07-14 21:00:00,2014-07-14,21,861,0,7,0,886,60.0,186,45.0,16.0
2014-07-14 22:00:00,2014-07-14,22,476,0,7,0,464,83.0,101,54.0,28.0
2014-07-14 23:00:00,2014-07-14,23,199,0,7,0,173,114.0,60,71.0,24.0
2014-07-15 00:00:00,2014-07-15,0,105,1,7,0,82,38.0,44,70.0,14.0
2014-07-15 01:00:00,2014-07-15,1,54,1,7,0,54,5.0,25,26.0,5.0
2014-07-15 02:00:00,2014-07-15,2,42,1,7,0,26,8.0,21,6.0,4.0
2014-07-15 03:00:00,2014-07-15,3,66,1,7,0,64,19.0,49,4.0,5.0
2014-07-15 04:00:00,2014-07-15,4,124,1,7,0,112,18.0,53,21.0,2.0
2014-07-15 05:00:00,2014-07-15,5,231,1,7,0,218,39.0,82,32.0,5.0
2014-07-15 06:00:00,2014-07-15,6,465,1,7,0,367,69.0,115,52.0,8.0
2014-07-15 07:00:00,2014-07-15,7,676,1,7,0,483,83.0,151,23.0,14.0
2014-07-15 08:00:00,2014-07-15,8,659,1,7,0,511,73.0,121,25.0,12.0
2014-07-15 09:00:00,2014-07-15,9,482,1,7,0,369,86.0,72,21.0,6.0
2014-07-15 10:00:00,2014-07-15,10,486,1,7,0,317,71.0,95,23.0,15.0
2014-07-15 11:00:00,2014-07-15,11,502,1,7,0,376,70.0,105,17.0,12.0
2014-07-15 12:00:00,2014-07-15,12,486,1,7,0,377,69.0,66,33.0,18.0
2014-07-15 13:00:00,2014-07-15,13,973,1,7,0,772,71.0,114,26.0,16.0
2014-07-15 14:00:00,2014-07-15,14,961,1,7,0,750,48.0,89,13.0,14.0
2014-07-15 15:00:00,2014-07-15,15,987,1,7,0,550,49.0,85,30.0,20.0
2014-07-15 16:00:00,2014-07-15,16,1208,1,7,0,647,57.0,113,54.0,9.0
2014-07-15 17:00:00,2014-07-15,17,1679,1,7,0,1069,88.0,144,57.0,8.0
2014-07-15 18:00:00,2014-07-15,18,1760,1,7,0,1279,67.0,149,36.0,11.0
2014-07-15 19:00:00,2014-07-15,19,1585,1,7,0,1347,78.0,142,57.0,16.0
2014-07-15 20:00:00,2014-07-15,20,1364,1,7,0,1160,101.0,150,57.0,8.0
2014-07-15 21:00:00,2014-07-15,21,844,1,7,0,727,77.0,159,43.0,21.0
2014-07-15 22:00:00,2014-07-15,22,540,1,7,0,500,77.0,140,58.0,19.0
2014-07-15 23:00:00,2014-07-15,23,237,1,7,0,272,55.0,81,57.0,16.0
2014-07-16 00:00:00,2014-07-16,0,130,2,7,0,145,38.0,42,70.0,7.0
2014-07-16 01:00:00,2014-07-16,1,67,2,7,0,75,15.0,29,28.0,2.0
2014-07-16 02:00:00,2014-07-16,2,53,2,7,0,59,10.0,23,21.0,3.0
2014-07-16 03:00:00,2014-07-16,3,85,2,7,0,74,28.0,31,4.0,4.0
2014-07-16 04:00:00,2014-07-16,4,122,2,7,0,103,21.0,73,20.0,3.0
2014-07-16 05:00:00,2014-07-16,5,216,2,7,0,203,54.0,106,42.0,7.0
2014-07-16 06:00:00,2014-07-16,6,443,2,7,0,423,87.0,135,32.0,5.0
2014-07-16 07:00:00,2014-07-16,7,717,2,7,0,496,89.0,209,35.0,14.0
2014-07-16 08:00:00,2014-07-16,8,766,2,7,0,516,80.0,148,29.0,10.0
2014-07-16 09:00:00,2014-07-16,9,505,2,7,0,398,89.0,118,21.0,4.0
2014-07-16 10:00:00,2014-07-16,10,467,2,7,0,333,83.0,115,24.0,7.0
2014-07-16 11:00:00,2014-07-16,11,463,2,7,0,351,83.0,85,18.0,4.0
2014-07-16 12:00:00,2014-07-16,12,454,2,7,0,345,63.0,88,27.0,21.0
2014-07-16 13:00:00,2014-07-16,13,497,2,7,0,387,78.0,83,39.0,16.0
2014-07-16 14:00:00,2014-07-16,14,630,2,7,0,447,83.0,90,85.0,16.0
2014-07-16 15:00:00,2014-07-16,15,899,2,7,0,586,85.0,86,54.0,22.0
2014-07-16 16:00:00,2014-07-16,16,1032,2,7,0,619,85.0,104,54.0,22.0
2014-07-16 17:00:00,2014-07-16,17,1097,2,7,0,772,89.0,92,40.0,14.0
2014-07-16 18:00:00,2014-07-16,18,973,2,7,0,710,93.0,110,42.0,5.0
2014-07-16 19:00:00,2014-07-16,19,832,2,7,0,712,100.0,129,49.0,18.0
2014-07-16 20:00:00,2014-07-16,20,838,2,7,0,826,108.0,126,32.0,10.0
2014-07-16 21:00:00,2014-07-16,21,690,2,7,0,786,112.0,175,89.0,16.0
2014-07-16 22:00:00,2014-07-16,22,568,2,7,0,662,90.0,142,44.0,14.0
2014-07-16 23:00:00,2014-07-16,23,350,2,7,0,321,36.0,99,68.0,16.0
2014-07-17 00:00:00,2014-07-17,0,150,3,7,0,168,17.0,48,22.0,10.0
2014-07-17 01:00:00,2014-07-17,1,89,3,7,0,118,7.0,32,1.0,2.0
2014-07-17 02:00:00,2014-07-17,2,70,3,7,0,78,10.0,27,2.0,0.0
2014-07-17 03:00:00,2014-07-17,3,106,3,7,0,84,22.0,40,4.0,3.0
2014-07-17 04:00:00,2014-07-17,4,134,3,7,0,161,25.0,71,24.0,8.0
2014-07-17 05:00:00,2014-07-17,5,250,3,7,0,239,50.0,100,56.0,3.0
2014-07-17 06:00:00,2014-07-17,6,402,3,7,0,319,58.0,117,50.0,6.0
2014-07-17 07:00:00,2014-07-17,7,616,3,7,0,479,69.0,158,37.0,8.0
2014-07-17 08:00:00,2014-07-17,8,662,3,7,0,455,66.0,134,24.0,10.0
2014-07-17 09:00:00,2014-07-17,9,481,3,7,0,381,75.0,102,16.0,8.0
2014-07-17 10:00:00,2014-07-17,10,463,3,7,0,365,76.0,98,21.0,8.0
2014-07-17 11:00:00,2014-07-17,11,540,3,7,0,353,62.0,93,24.0,18.0
2014-07-17 12:00:00,2014-07-17,12,521,3,7,0,380,72.0,98,36.0,11.0
2014-07-17 13:00:00,2014-07-17,13,580,3,7,0,469,77.0,108,36.0,14.0
2014-07-17 14:00:00,2014-07-17,14,725,3,7,0,524,84.0,95,62.0,21.0
2014-07-17 15:00:00,2014-07-17,15,886,3,7,0,600,84.0,86,59.0,26.0
2014-07-17 16:00:00,2014-07-17,16,1035,3,7,0,686,111.0,105,53.0,25.0
2014-07-17 17:00:00,2014-07-17,17,1164,3,7,0,779,142.0,114,42.0,16.0
2014-07-17 18:00:00,2014-07-17,18,1127,3,7,0,815,125.0,132,47.0,20.0
2014-07-17 19:00:00,2014-07-17,19,932,3,7,0,783,139.0,115,68.0,19.0
2014-07-17 20:00:00,2014-07-17,20,890,3,7,0,715,139.0,132,54.0,23.0
2014-07-17 21:00:00,2014-07-17,21,897,3,7,0,910,110.0,172,68.0,16.0
2014-07-17 22:00:00,2014-07-17,22,700,3,7,0,903,111.0,157,71.0,19.0
2014-07-17 23:00:00,2014-07-17,23,422,3,7,0,638,40.0,130,50.0,10.0
2014-07-18 00:00:00,2014-07-18,0,217,4,7,0,355,14.0,73,20.0,8.0
2014-07-18 01:00:00,2014-07-18,1,124,4,7,0,185,12.0,46,13.0,8.0
2014-07-18 02:00:00,2014-07-18,2,78,4,7,0,122,11.0,37,4.0,0.0
2014-07-18 03:00:00,2014-07-18,3,109,4,7,0,143,26.0,47,8.0,2.0
2014-07-18 04:00:00,2014-07-18,4,150,4,7,0,125,25.0,62,28.0,6.0
2014-07-18 05:00:00,2014-07-18,5,209,4,7,0,192,32.0,99,45.0,9.0
2014-07-18 06:00:00,2014-07-18,6,350,4,7,0,317,54.0,111,49.0,12.0
2014-07-18 07:00:00,2014-07-18,7,524,4,7,0,468,74.0,137,35.0,10.0
2014-07-18 08:00:00,2014-07-18,8,561,4,7,0,477,67.0,122,15.0,8.0
2014-07-18 09:00:00,2014-07-18,9,479,4,7,0,394,88.0,108,21.0,10.0
2014-07-18 10:00:00,2014-07-18,10,475,4,7,0,304,56.0,92,22.0,6.0
2014-07-18 11:00:00,2014-07-18,11,475,4,7,0,342,73.0,85,30.0,14.0
2014-07-18 12:00:00,2014-07-18,12,456,4,7,0,346,81.0,79,32.0,14.0
2014-07-18 13:00:00,2014-07-18,13,531,4,7,0,415,80.0,89,37.0,22.0
2014-07-18 14:00:00,2014-07-18,14,695,4,7,0,537,84.0,88,82.0,20.0
2014-07-18 15:00:00,2014-07-18,15,848,4,7,0,697,88.0,102,57.0,26.0
2014-07-18 16:00:00,2014-07-18,16,990,4,7,0,737,99.0,125,52.0,17.0
2014-07-18 17:00:00,2014-07-18,17,876,4,7,0,690,113.0,161,57.0,15.0
2014-07-18 18:00:00,2014-07-18,18,917,4,7,0,723,91.0,166,65.0,17.0
2014-07-18 19:00:00,2014-07-18,19,799,4,7,0,720,118.0,161,65.0,12.0
2014-07-18 20:00:00,2014-07-18,20,679,4,7,0,633,151.0,217,60.0,14.0
2014-07-18 21:00:00,2014-07-18,21,736,4,7,0,782,135.0,255,48.0,18.0
2014-07-18 22:00:00,2014-07-18,22,716,4,7,0,891,117.0,272,73.0,13.0
2014-07-18 23:00:00,2014-07-18,23,527,4,7,0,743,77.0,247,48.0,7.0
2014-07-19 00:00:00,2014-07-19,0,321,5,7,0,581,52.0,218,23.0,13.0
2014-07-19 01:00:00,2014-07-19,1,246,5,7,0,512,41.0,121,10.0,6.0
2014-07-19 02:00:00,2014-07-19,2,152,5,7,0,469,32.0,83,6.0,7.0
2014-07-19 03:00:00,2014-07-19,3,145,5,7,0,307,39.0,63,8.0,1.0
2014-07-19 04:00:00,2014-07-19,4,92,5,7,0,114,23.0,58,26.0,6.0
2014-07-19 05:00:00,2014-07-19,5,91,5,7,0,100,28.0,62,24.0,2.0
2014-07-19 06:00:00,2014-07-19,6,132,5,7,0,127,21.0,68,29.0,7.0
2014-07-19 07:00:00,2014-07-19,7,167,5,7,0,137,41.0,88,27.0,3.0
2014-07-19 08:00:00,2014-07-19,8,215,5,7,0,201,54.0,123,15.0,4.0
2014-07-19 09:00:00,2014-07-19,9,313,5,7,0,227,57.0,130,12.0,3.0
2014-07-19 10:00:00,2014-07-19,10,368,5,7,0,288,73.0,171,34.0,7.0
2014-07-19 11:00:00,2014-07-19,11,391,5,7,0,344,76.0,155,23.0,10.0
2014-07-19 12:00:00,2014-07-19,12,416,5,7,0,353,91.0,151,25.0,10.0
2014-07-19 13:00:00,2014-07-19,13,378,5,7,0,363,66.0,164,35.0,5.0
2014-07-19 14:00:00,2014-07-19,14,390,5,7,0,435,110.0,180,57.0,14.0
2014-07-19 15:00:00,2014-07-19,15,485,5,7,0,525,122.0,171,57.0,15.0
2014-07-19 16:00:00,2014-07-19,16,604,5,7,0,533,120.0,208,42.0,15.0
2014-07-19 17:00:00,2014-07-19,17,608,5,7,0,571,93.0,200,49.0,6.0
2014-07-19 18:00:00,2014-07-19,18,701,5,7,0,590,102.0,212,70.0,8.0
2014-07-19 19:00:00,2014-07-19,19,552,5,7,0,534,91.0,155,46.0,7.0
2014-07-19 20:00:00,2014-07-19,20,538,5,7,0,598,99.0,220,57.0,13.0
2014-07-19 21:00:00,2014-07-19,21,672,5,7,0,616,123.0,242,59.0,9.0
2014-07-19 22:00:00,2014-07-19,22,623,5,7,0,803,120.0,300,40.0,7.0
2014-07-19 23:00:00,2014-07-19,23,506,5,7,0,732,83.0,269,35.0,4.0
2014-07-20 00:00:00,2014-07-20,0,348,6,7,0,700,51.0,224,21.0,9.0
2014-07-20 01:00:00,2014-07-20,1,246,6,7,0,597,46.0,158,15.0,3.0
2014-07-20 02:00:00,2014-07-20,2,154,6,7,0,470,44.0,90,6.0,0.0
2014-07-20 03:00:00,2014-07-20,3,161,6,7,0,289,20.0,84,8.0,0.0
2014-07-20 04:00:00,2014-07-20,4,99,6,7,0,78,22.0,53,13.0,3.0
2014-07-20 05:00:00,2014-07-20,5,71,6,7,0,84,18.0,61,22.0,2.0
2014-07-20 06:00:00,2014-07-20,6,98,6,7,0,91,21.0,47,25.0,3.0
2014-07-20 07:00:00,2014-07-20,7,144,6,7,0,106,41.0,75,20.0,4.0
2014-07-20 08:00:00,2014-07-20,8,220,6,7,0,123,44.0,109,17.0,1.0
2014-07-20 09:00:00,2014-07-20,9,299,6,7,0,206,61.0,139,17.0,5.0
2014-07-20 10:00:00,2014-07-20,10,370,6,7,0,246,70.0,142,29.0,11.0
2014-07-20 11:00:00,2014-07-20,11,395,6,7,0,355,87.0,171,31.0,15.0
2014-07-20 12:00:00,2014-07-20,12,379,6,7,0,308,96.0,149,51.0,12.0
2014-07-20 13:00:00,2014-07-20,13,457,6,7,0,382,92.0,165,80.0,18.0
2014-07-20 14:00:00,2014-07-20,14,436,6,7,0,416,112.0,174,115.0,21.0
2014-07-20 15:00:00,2014-07-20,15,443,6,7,0,448,155.0,144,87.0,26.0
2014-07-20 16:00:00,2014-07-20,16,522,6,7,0,400,126.0,168,86.0,16.0
2014-07-20 17:00:00,2014-07-20,17,568,6,7,0,444,130.0,153,76.0,22.0
2014-07-20 18:00:00,2014-07-20,18,479,6,7,0,320,106.0,133,81.0,11.0
2014-07-20 19:00:00,2014-07-20,19,356,6,7,0,292,110.0,103,76.0,20.0
2014-07-20 20:00:00,2014-07-20,20,379,6,7,0,347,141.0,125,98.0,18.0
2014-07-20 21:00:00,2014-07-20,21,349,6,7,0,337,122.0,125,88.0,28.0
2014-07-20 22:00:00,2014-07-20,22,291,6,7,0,239,94.0,142,102.0,21.0
2014-07-20 23:00:00,2014-07-20,23,138,6,7,0,153,25.0,80,87.0,11.0
2014-07-21 00:00:00,2014-07-21,0,73,0,7,0,73,22.0,49,23.0,13.0
2014-07-21 01:00:00,2014-07-21,1,34,0,7,0,47,14.0,27,6.0,1.0
2014-07-21 02:00:00,2014-07-21,2,39,0,7,0,39,6.0,23,1.0,2.0
2014-07-21 03:00:00,2014-07-21,3,113,0,7,0,102,22.0,41,11.0,3.0
2014-07-21 04:00:00,2014-07-21,4,131,0,7,0,145,30.0,72,41.0,13.0
2014-07-21 05:00:00,2014-07-21,5,237,0,7,0,224,49.0,77,80.0,10.0
2014-07-21 06:00:00,2014-07-21,6,360,0,7,0,339,79.0,115,64.0,9.0
2014-07-21 07:00:00,2014-07-21,7,623,0,7,0,446,111.0,135,34.0,12.0
2014-07-21 08:00:00,2014-07-21,8,560,0,7,0,444,107.0,114,22.0,16.0
2014-07-21 09:00:00,2014-07-21,9,403,0,7,0,300,126.0,94,30.0,10.0
2014-07-21 10:00:00,2014-07-21,10,419,0,7,0,259,82.0,92,34.0,16.0
2014-07-21 11:00:00,2014-07-21,11,443,0,7,0,282,68.0,84,26.0,14.0
2014-07-21 12:00:00,2014-07-21,12,434,0,7,0,321,74.0,82,32.0,13.0
2014-07-21 13:00:00,2014-07-21,13,444,0,7,0,362,64.0,96,54.0,23.0
2014-07-21 14:00:00,2014-07-21,14,545,0,7,0,349,95.0,90,98.0,23.0
2014-07-21 15:00:00,2014-07-21,15,686,0,7,0,432,92.0,80,74.0,20.0
2014-07-21 16:00:00,2014-07-21,16,883,0,7,0,542,68.0,100,64.0,16.0
2014-07-21 17:00:00,2014-07-21,17,971,0,7,0,589,72.0,113,49.0,22.0
2014-07-21 18:00:00,2014-07-21,18,814,0,7,0,564,77.0,110,51.0,20.0
2014-07-21 19:00:00,2014-07-21,19,692,0,7,0,490,80.0,90,75.0,9.0
2014-07-21 20:00:00,2014-07-21,20,615,0,7,0,508,123.0,107,65.0,10.0
2014-07-21 21:00:00,2014-07-21,21,528,0,7,0,450,111.0,115,45.0,16.0
2014-07-21 22:00:00,2014-07-21,22,326,0,7,0,308,112.0,128,44.0,14.0
2014-07-21 23:00:00,2014-07-21,23,196,0,7,0,206,22.0,65,42.0,13.0
2014-07-22 00:00:00,2014-07-22,0,98,1,7,0,128,19.0,30,13.0,3.0
2014-07-22 01:00:00,2014-07-22,1,69,1,7,0,63,7.0,22,0.0,0.0
2014-07-22 02:00:00,2014-07-22,2,45,1,7,0,58,7.0,15,6.0,0.0
2014-07-22 03:00:00,2014-07-22,3,75,1,7,0,58,19.0,44,4.0,0.0
2014-07-22 04:00:00,2014-07-22,4,106,1,7,0,113,21.0,49,28.0,4.0
2014-07-22 05:00:00,2014-07-22,5,223,1,7,0,220,41.0,104,30.0,3.0
2014-07-22 06:00:00,2014-07-22,6,447,1,7,0,348,85.0,136,36.0,4.0
2014-07-22 07:00:00,2014-07-22,7,672,1,7,0,453,94.0,149,41.0,4.0
2014-07-22 08:00:00,2014-07-22,8,733,1,7,0,516,88.0,126,25.0,4.0
2014-07-22 09:00:00,2014-07-22,9,519,1,7,0,404,94.0,99,26.0,4.0
2014-07-22 10:00:00,2014-07-22,10,524,1,7,0,347,73.0,98,21.0,11.0
2014-07-22 11:00:00,2014-07-22,11,520,1,7,0,402,62.0,94,30.0,5.0
2014-07-22 12:00:00,2014-07-22,12,533,1,7,0,395,64.0,89,30.0,7.0
2014-07-22 13:00:00,2014-07-22,13,673,1,7,0,436,71.0,91,31.0,12.0
2014-07-22 14:00:00,2014-07-22,14,730,1,7,0,493,80.0,102,57.0,24.0
2014-07-22 15:00:00,2014-07-22,15,932,1,7,0,577,64.0,104,44.0,21.0
2014-07-22 16:00:00,2014-07-22,16,1281,1,7,0,668,89.0,106,51.0,12.0
2014-07-22 17:00:00,2014-07-22,17,1379,1,7,0,759,102.0,116,38.0,19.0
2014-07-22 18:00:00,2014-07-22,18,1179,1,7,0,726,111.0,122,41.0,17.0
2014-07-22 19:00:00,2014-07-22,19,859,1,7,0,683,95.0,127,68.0,9.0
2014-07-22 20:00:00,2014-07-22,20,827,1,7,0,739,127.0,148,53.0,13.0
2014-07-22 21:00:00,2014-07-22,21,727,1,7,0,673,110.0,176,40.0,19.0
2014-07-22 22:00:00,2014-07-22,22,492,1,7,0,512,105.0,136,48.0,13.0
2014-07-22 23:00:00,2014-07-22,23,279,1,7,0,285,50.0,89,25.0,7.0
2014-07-23 00:00:00,2014-07-23,0,131,2,7,0,173,19.0,43,11.0,2.0
2014-07-23 01:00:00,2014-07-23,1,69,2,7,0,99,14.0,28,0.0,1.0
2014-07-23 02:00:00,2014-07-23,2,53,2,7,0,73,14.0,33,2.0,2.0
2014-07-23 03:00:00,2014-07-23,3,83,2,7,0,89,16.0,52,3.0,0.0
2014-07-23 04:00:00,2014-07-23,4,108,2,7,0,126,19.0,85,27.0,5.0
2014-07-23 05:00:00,2014-07-23,5,221,2,7,0,211,39.0,102,40.0,6.0
2014-07-23 06:00:00,2014-07-23,6,451,2,7,0,383,64.0,119,37.0,5.0
2014-07-23 07:00:00,2014-07-23,7,730,2,7,0,473,75.0,162,31.0,5.0
2014-07-23 08:00:00,2014-07-23,8,783,2,7,0,529,59.0,125,23.0,10.0
2014-07-23 09:00:00,2014-07-23,9,593,2,7,0,378,94.0,98,25.0,11.0
2014-07-23 10:00:00,2014-07-23,10,567,2,7,0,378,83.0,110,27.0,10.0
2014-07-23 11:00:00,2014-07-23,11,602,2,7,0,384,98.0,118,19.0,9.0
2014-07-23 12:00:00,2014-07-23,12,606,2,7,0,462,72.0,86,34.0,12.0
2014-07-23 13:00:00,2014-07-23,13,744,2,7,0,511,77.0,110,57.0,15.0
2014-07-23 14:00:00,2014-07-23,14,866,2,7,0,620,82.0,108,71.0,11.0
2014-07-23 15:00:00,2014-07-23,15,1064,2,7,0,708,103.0,105,73.0,19.0
2014-07-23 16:00:00,2014-07-23,16,1318,2,7,0,765,105.0,125,46.0,12.0
2014-07-23 17:00:00,2014-07-23,17,1346,2,7,0,927,64.0,132,36.0,14.0
2014-07-23 18:00:00,2014-07-23,18,1248,2,7,0,895,88.0,160,31.0,12.0
2014-07-23 19:00:00,2014-07-23,19,1084,2,7,0,935,105.0,153,36.0,7.0
2014-07-23 20:00:00,2014-07-23,20,1242,2,7,0,1202,122.0,170,41.0,14.0
2014-07-23 21:00:00,2014-07-23,21,1068,2,7,0,1063,140.0,197,78.0,13.0
2014-07-23 22:00:00,2014-07-23,22,676,2,7,0,833,107.0,173,45.0,24.0
2014-07-23 23:00:00,2014-07-23,23,338,2,7,0,352,84.0,114,41.0,9.0
2014-07-24 00:00:00,2014-07-24,0,148,3,7,0,177,22.0,40,44.0,15.0
2014-07-24 01:00:00,2014-07-24,1,84,3,7,0,85,12.0,27,10.0,5.0
2014-07-24 02:00:00,2014-07-24,2,73,3,7,0,63,13.0,22,3.0,2.0
2014-07-24 03:00:00,2014-07-24,3,85,3,7,0,96,25.0,39,6.0,1.0
2014-07-24 04:00:00,2014-07-24,4,149,3,7,0,139,31.0,67,24.0,10.0
