,Date,Hour,Count_0,Weekday,Month,IsWeekend,Count_4,Count_1,Count_5,Count_3,Count_2
2014-04-01 00:00:00,2014-04-01,0,58,1,4,0,56,5.0,12,7.0,0.0
2014-04-01 01:00:00,2014-04-01,1,25,1,4,0,32,2.0,7,0.0,0.0
2014-04-01 02:00:00,2014-04-01,2,25,1,4,0,15,3.0,7,3.0,0.0
2014-04-01 03:00:00,2014-04-01,3,35,1,4,0,28,11.0,14,2.0,3.0
2014-04-01 04:00:00,2014-04-01,4,54,1,4,0,57,5.0,28,18.0,4.0
2014-04-01 05:00:00,2014-04-01,5,110,1,4,0,119,15.0,61,23.0,5.0
2014-04-01 06:00:00,2014-04-01,6,318,1,4,0,285,21.0,78,16.0,4.0
2014-04-01 07:00:00,2014-04-01,7,465,1,4,0,401,25.0,95,11.0,4.0
2014-04-01 08:00:00,2014-04-01,8,361,1,4,0,295,33.0,74,10.0,7.0
2014-04-01 09:00:00,2014-04-01,9,247,1,4,0,185,32.0,58,3.0,7.0
2014-04-01 10:00:00,2014-04-01,10,215,1,4,0,178,21.0,36,13.0,14.0
2014-04-01 11:00:00,2014-04-01,11,268,1,4,0,183,41.0,46,7.0,2.0
2014-04-01 12:00:00,2014-04-01,12,215,1,4,0,153,40.0,40,10.0,11.0
2014-04-01 13:00:00,2014-04-01,13,272,1,4,0,202,39.0,44,25.0,9.0
2014-04-01 14:00:00,2014-04-01,14,349,1,4,0,279,30.0,38,28.0,12.0
2014-04-01 15:00:00,2014-04-01,15,483,1,4,0,342,48.0,47,32.0,15.0
2014-04-01 16:00:00,2014-04-01,16,599,1,4,0,415,46.0,50,34.0,8.0
2014-04-01 17:00:00,2014-04-01,17,683,1,4,0,432,45.0,61,31.0,10.0
2014-04-01 18:00:00,2014-04-01,18,532,1,4,0,440,35.0,69,37.0,9.0
2014-04-01 19:00:00,2014-04-01,19,509,1,4,0,383,39.0,49,26.0,12.0
2014-04-01 20:00:00,2014-04-01,20,284,1,4,0,224,24.0,44,16.0,5.0
2014-04-01 21:00:00,2014-04-01,21,357,1,4,0,365,55.0,77,16.0,8.0
2014-04-01 22:00:00,2014-04-01,22,186,1,4,0,258,21.0,35,21.0,8.0
2014-04-01 23:00:00,2014-04-01,23,104,1,4,0,136,8.0,44,18.0,7.0
2014-04-02 00:00:00,2014-04-02,0,54,2,4,0,72,5.0,18,11.0,1.0
2014-04-02 01:00:00,2014-04-02,1,24,2,4,0,46,3.0,8,1.0,0.0
2014-04-02 02:00:00,2014-04-02,2,20,2,4,0,26,4.0,8,1.0,0.0
2014-04-02 03:00:00,2014-04-02,3,34,2,4,0,27,3.0,11,4.0,1.0
2014-04-02 04:00:00,2014-04-02,4,59,2,4,0,72,12.0,45,5.0,3.0
2014-04-02 05:00:00,2014-04-02,5,117,2,4,0,129,10.0,62,20.0,6.0
2014-04-02 06:00:00,2014-04-02,6,375,2,4,0,289,25.0,77,18.0,1.0
2014-04-02 07:00:00,2014-04-02,7,481,2,4,0,472,31.0,101,8.0,6.0
2014-04-02 08:00:00,2014-04-02,8,442,2,4,0,363,32.0,83,6.0,1.0
2014-04-02 09:00:00,2014-04-02,9,300,2,4,0,244,42.0,57,7.0,6.0
2014-04-02 10:00:00,2014-04-02,10,326,2,4,0,238,32.0,51,7.0,4.0
2014-04-02 11:00:00,2014-04-02,11,352,2,4,0,246,41.0,46,8.0,13.0
2014-04-02 12:00:00,2014-04-02,12,309,2,4,0,218,45.0,43,11.0,6.0
2014-04-02 13:00:00,2014-04-02,13,335,2,4,0,257,36.0,53,21.0,7.0
2014-04-02 14:00:00,2014-04-02,14,421,2,4,0,320,37.0,40,37.0,13.0
2014-04-02 15:00:00,2014-04-02,15,593,2,4,0,435,27.0,41,27.0,15.0
2014-04-02 16:00:00,2014-04-02,16,762,2,4,0,439,35.0,46,24.0,7.0
2014-04-02 17:00:00,2014-04-02,17,888,2,4,0,590,42.0,51,22.0,7.0
2014-04-02 18:00:00,2014-04-02,18,649,2,4,0,455,48.0,65,26.0,9.0
2014-04-02 19:00:00,2014-04-02,19,534,2,4,0,411,47.0,65,20.0,9.0
2014-04-02 20:00:00,2014-04-02,20,573,2,4,0,437,52.0,57,21.0,3.0
2014-04-02 21:00:00,2014-04-02,21,448,2,4,0,392,56.0,70,13.0,15.0
2014-04-02 22:00:00,2014-04-02,22,266,2,4,0,265,32.0,47,23.0,5.0
2014-04-02 23:00:00,2014-04-02,23,128,2,4,0,150,6.0,33,26.0,5.0
2014-04-03 00:00:00,2014-04-03,0,71,3,4,0,89,8.0,20,6.0,0.0
2014-04-03 01:00:00,2014-04-03,1,41,3,4,0,44,1.0,18,0.0,2.0
2014-04-03 02:00:00,2014-04-03,2,25,3,4,0,29,2.0,8,1.0,1.0
2014-04-03 03:00:00,2014-04-03,3,61,3,4,0,48,3.0,14,3.0,1.0
2014-04-03 04:00:00,2014-04-03,4,60,3,4,0,80,11.0,23,14.0,5.0
2014-04-03 05:00:00,2014-04-03,5,116,3,4,0,138,16.0,63,13.0,8.0
2014-04-03 06:00:00,2014-04-03,6,348,3,4,0,265,21.0,93,14.0,9.0
2014-04-03 07:00:00,2014-04-03,7,479,3,4,0,409,30.0,89,6.0,9.0
2014-04-03 08:00:00,2014-04-03,8,384,3,4,0,346,35.0,87,8.0,4.0
2014-04-03 09:00:00,2014-04-03,9,264,3,4,0,209,48.0,53,10.0,7.0
2014-04-03 10:00:00,2014-04-03,10,249,3,4,0,205,39.0,48,10.0,7.0
2014-04-03 11:00:00,2014-04-03,11,256,3,4,0,204,30.0,43,11.0,5.0
2014-04-03 12:00:00,2014-04-03,12,290,3,4,0,212,39.0,57,13.0,8.0
2014-04-03 13:00:00,2014-04-03,13,342,3,4,0,300,46.0,52,13.0,13.0
2014-04-03 14:00:00,2014-04-03,14,449,3,4,0,345,41.0,48,40.0,11.0
2014-04-03 15:00:00,2014-04-03,15,683,3,4,0,431,54.0,41,20.0,18.0
2014-04-03 16:00:00,2014-04-03,16,774,3,4,0,509,66.0,60,23.0,6.0
2014-04-03 17:00:00,2014-04-03,17,919,3,4,0,543,59.0,79,23.0,17.0
2014-04-03 18:00:00,2014-04-03,18,825,3,4,0,583,102.0,68,33.0,17.0
2014-04-03 19:00:00,2014-04-03,19,697,3,4,0,483,78.0,61,44.0,11.0
2014-04-03 20:00:00,2014-04-03,20,814,3,4,0,599,64.0,76,25.0,13.0
2014-04-03 21:00:00,2014-04-03,21,695,3,4,0,831,66.0,87,23.0,12.0
2014-04-03 22:00:00,2014-04-03,22,613,3,4,0,811,37.0,87,22.0,10.0
2014-04-03 23:00:00,2014-04-03,23,202,3,4,0,488,23.0,50,21.0,9.0
2014-04-04 00:00:00,2014-04-04,0,96,4,4,0,186,10.0,28,6.0,3.0
2014-04-04 01:00:00,2014-04-04,1,60,4,4,0,102,3.0,14,0.0,5.0
2014-04-04 02:00:00,2014-04-04,2,29,4,4,0,69,5.0,10,2.0,2.0
2014-04-04 03:00:00,2014-04-04,3,49,4,4,0,69,13.0,18,4.0,1.0
2014-04-04 04:00:00,2014-04-04,4,88,4,4,0,89,9.0,32,12.0,8.0
2014-04-04 05:00:00,2014-04-04,5,137,4,4,0,134,21.0,64,18.0,7.0
2014-04-04 06:00:00,2014-04-04,6,361,4,4,0,312,24.0,98,32.0,12.0
2014-04-04 07:00:00,2014-04-04,7,575,4,4,0,472,26.0,104,20.0,5.0
2014-04-04 08:00:00,2014-04-04,8,455,4,4,0,467,25.0,108,6.0,4.0
2014-04-04 09:00:00,2014-04-04,9,354,4,4,0,289,35.0,77,5.0,9.0
2014-04-04 10:00:00,2014-04-04,10,395,4,4,0,244,34.0,65,14.0,7.0
2014-04-04 11:00:00,2014-04-04,11,412,4,4,0,309,30.0,59,5.0,4.0
2014-04-04 12:00:00,2014-04-04,12,414,4,4,0,290,36.0,72,9.0,6.0
2014-04-04 13:00:00,2014-04-04,13,485,4,4,0,367,42.0,72,18.0,10.0
2014-04-04 14:00:00,2014-04-04,14,636,4,4,0,407,44.0,48,44.0,11.0
2014-04-04 15:00:00,2014-04-04,15,808,4,4,0,547,62.0,53,28.0,6.0
2014-04-04 16:00:00,2014-04-04,16,1063,4,4,0,639,58.0,65,30.0,10.0
2014-04-04 17:00:00,2014-04-04,17,1275,4,4,0,809,61.0,115,13.0,7.0
2014-04-04 18:00:00,2014-04-04,18,1320,4,4,0,961,42.0,97,25.0,4.0
2014-04-04 19:00:00,2014-04-04,19,1004,4,4,0,925,55.0,104,41.0,4.0
2014-04-04 20:00:00,2014-04-04,20,660,4,4,0,624,48.0,122,31.0,4.0
2014-04-04 21:00:00,2014-04-04,21,829,4,4,0,869,50.0,143,32.0,6.0
2014-04-04 22:00:00,2014-04-04,22,613,4,4,0,1008,43.0,144,45.0,6.0
2014-04-04 23:00:00,2014-04-04,23,373,4,4,0,814,27.0,104,15.0,6.0
2014-04-05 00:00:00,2014-04-05,0,183,5,4,0,402,30.0,91,13.0,4.0
2014-04-05 01:00:00,2014-04-05,1,97,5,4,0,228,20.0,68,1.0,2.0
2014-04-05 02:00:00,2014-04-05,2,48,5,4,0,121,6.0,36,2.0,2.0
2014-04-05 03:00:00,2014-04-05,3,68,5,4,0,81,4.0,26,2.0,0.0
2014-04-05 04:00:00,2014-04-05,4,46,5,4,0,68,7.0,22,5.0,5.0
2014-04-05 05:00:00,2014-04-05,5,60,5,4,0,57,8.0,38,9.0,5.0
2014-04-05 06:00:00,2014-04-05,6,76,5,4,0,74,7.0,35,12.0,2.0
2014-04-05 07:00:00,2014-04-05,7,105,5,4,0,90,25.0,41,14.0,4.0
2014-04-05 08:00:00,2014-04-05,8,128,5,4,0,113,26.0,68,3.0,2.0
2014-04-05 09:00:00,2014-04-05,9,193,5,4,0,147,29.0,68,8.0,5.0
2014-04-05 10:00:00,2014-04-05,10,215,5,4,0,178,46.0,74,15.0,2.0
2014-04-05 11:00:00,2014-04-05,11,230,5,4,0,185,33.0,87,7.0,0.0
2014-04-05 12:00:00,2014-04-05,12,267,5,4,0,236,38.0,100,13.0,3.0
2014-04-05 13:00:00,2014-04-05,13,241,5,4,0,241,37.0,104,17.0,7.0
2014-04-05 14:00:00,2014-04-05,14,270,5,4,0,268,33.0,92,32.0,9.0
2014-04-05 15:00:00,2014-04-05,15,487,5,4,0,399,43.0,109,29.0,11.0
2014-04-05 16:00:00,2014-04-05,16,587,5,4,0,522,46.0,126,29.0,3.0
2014-04-05 17:00:00,2014-04-05,17,644,5,4,0,571,54.0,142,27.0,7.0
2014-04-05 18:00:00,2014-04-05,18,694,5,4,0,645,40.0,171,20.0,5.0
2014-04-05 19:00:00,2014-04-05,19,559,5,4,0,628,36.0,181,28.0,8.0
2014-04-05 20:00:00,2014-04-05,20,488,5,4,0,593,53.0,176,33.0,5.0
2014-04-05 21:00:00,2014-04-05,21,538,5,4,0,762,46.0,196,22.0,8.0
2014-04-05 22:00:00,2014-04-05,22,579,5,4,0,959,54.0,214,19.0,5.0
2014-04-05 23:00:00,2014-04-05,23,400,5,4,0,1070,44.0,176,6.0,4.0
2014-04-06 00:00:00,2014-04-06,0,264,6,4,0,1023,23.0,165,5.0,5.0
2014-04-06 01:00:00,2014-04-06,1,146,6,4,0,662,21.0,106,4.0,1.0
2014-04-06 02:00:00,2014-04-06,2,84,6,4,0,323,12.0,81,0.0,1.0
2014-04-06 03:00:00,2014-04-06,3,63,6,4,0,176,10.0,61,5.0,0.0
2014-04-06 04:00:00,2014-04-06,4,51,6,4,0,79,8.0,55,6.0,2.0
2014-04-06 05:00:00,2014-04-06,5,54,6,4,0,48,8.0,54,11.0,2.0
2014-04-06 06:00:00,2014-04-06,6,67,6,4,0,48,11.0,34,10.0,4.0
2014-04-06 07:00:00,2014-04-06,7,75,6,4,0,75,17.0,53,5.0,1.0
2014-04-06 08:00:00,2014-04-06,8,136,6,4,0,91,15.0,59,7.0,5.0
2014-04-06 09:00:00,2014-04-06,9,171,6,4,0,161,37.0,61,9.0,2.0
2014-04-06 10:00:00,2014-04-06,10,231,6,4,0,175,39.0,86,10.0,6.0
2014-04-06 11:00:00,2014-04-06,11,219,6,4,0,199,34.0,89,15.0,7.0
2014-04-06 12:00:00,2014-04-06,12,247,6,4,0,209,38.0,79,15.0,6.0
2014-04-06 13:00:00,2014-04-06,13,236,6,4,0,244,48.0,113,23.0,13.0
2014-04-06 14:00:00,2014-04-06,14,234,6,4,0,255,53.0,92,53.0,11.0
2014-04-06 15:00:00,2014-04-06,15,332,6,4,0,315,49.0,86,48.0,17.0
2014-04-06 16:00:00,2014-04-06,16,320,6,4,0,292,59.0,82,36.0,17.0
2014-04-06 17:00:00,2014-04-06,17,290,6,4,0,296,59.0,89,57.0,8.0
2014-04-06 18:00:00,2014-04-06,18,277,6,4,0,277,58.0,85,62.0,8.0
2014-04-06 19:00:00,2014-04-06,19,210,6,4,0,235,56.0,87,42.0,11.0
2014-04-06 20:00:00,2014-04-06,20,163,6,4,0,159,68.0,56,59.0,11.0
2014-04-06 21:00:00,2014-04-06,21,168,6,4,0,213,71.0,86,23.0,10.0
2014-04-06 22:00:00,2014-04-06,22,102,6,4,0,113,51.0,70,37.0,17.0
2014-04-06 23:00:00,2014-04-06,23,65,6,4,0,68,16.0,43,50.0,14.0
2014-04-07 00:00:00,2014-04-07,0,31,0,4,0,36,4.0,19,9.0,3.0
2014-04-07 01:00:00,2014-04-07,1,17,0,4,0,26,5.0,14,1.0,0.0
2014-04-07 02:00:00,2014-04-07,2,16,0,4,0,25,6.0,7,1.0,2.0
2014-04-07 03:00:00,2014-04-07,3,58,0,4,0,60,9.0,23,2.0,2.0
2014-04-07 04:00:00,2014-04-07,4,99,0,4,0,95,8.0,35,26.0,8.0
2014-04-07 05:00:00,2014-04-07,5,127,0,4,0,158,20.0,54,26.0,3.0
2014-04-07 06:00:00,2014-04-07,6,358,0,4,0,300,39.0,91,45.0,9.0
2014-04-07 07:00:00,2014-04-07,7,514,0,4,0,369,43.0,107,16.0,8.0
2014-04-07 08:00:00,2014-04-07,8,350,0,4,0,306,65.0,86,21.0,8.0
2014-04-07 09:00:00,2014-04-07,9,264,0,4,0,198,54.0,52,12.0,5.0
2014-04-07 10:00:00,2014-04-07,10,247,0,4,0,154,42.0,39,15.0,12.0
2014-04-07 11:00:00,2014-04-07,11,220,0,4,0,170,40.0,36,10.0,9.0
2014-04-07 12:00:00,2014-04-07,12,193,0,4,0,170,34.0,43,15.0,8.0
2014-04-07 13:00:00,2014-04-07,13,264,0,4,0,194,40.0,45,25.0,10.0
2014-04-07 14:00:00,2014-04-07,14,394,0,4,0,309,57.0,53,44.0,4.0
2014-04-07 15:00:00,2014-04-07,15,532,0,4,0,381,55.0,52,31.0,10.0
2014-04-07 16:00:00,2014-04-07,16,992,0,4,0,588,54.0,65,49.0,8.0
2014-04-07 17:00:00,2014-04-07,17,1245,0,4,0,781,40.0,86,35.0,4.0
2014-04-07 18:00:00,2014-04-07,18,1155,0,4,0,842,28.0,71,34.0,7.0
2014-04-07 19:00:00,2014-04-07,19,1060,0,4,0,828,37.0,77,30.0,3.0
2014-04-07 20:00:00,2014-04-07,20,607,0,4,0,447,33.0,59,18.0,12.0
2014-04-07 21:00:00,2014-04-07,21,440,0,4,0,480,45.0,60,26.0,8.0
2014-04-07 22:00:00,2014-04-07,22,245,0,4,0,293,39.0,44,22.0,3.0
2014-04-07 23:00:00,2014-04-07,23,75,0,4,0,98,25.0,20,14.0,6.0
2014-04-08 00:00:00,2014-04-08,0,50,1,4,0,61,14.0,14,36.0,12.0
2014-04-08 01:00:00,2014-04-08,1,25,1,4,0,27,3.0,9,2.0,6.0
2014-04-08 02:00:00,2014-04-08,2,21,1,4,0,34,3.0,5,0.0,0.0
2014-04-08 03:00:00,2014-04-08,3,47,1,4,0,47,9.0,12,2.0,2.0
2014-04-08 04:00:00,2014-04-08,4,66,1,4,0,66,7.0,26,13.0,6.0
2014-04-08 05:00:00,2014-04-08,5,161,1,4,0,183,12.0,54,14.0,3.0
2014-04-08 06:00:00,2014-04-08,6,408,1,4,0,315,35.0,104,22.0,5.0
2014-04-08 07:00:00,2014-04-08,7,590,1,4,0,419,38.0,87,20.0,5.0
2014-04-08 08:00:00,2014-04-08,8,528,1,4,0,410,32.0,83,8.0,8.0
2014-04-08 09:00:00,2014-04-08,9,277,1,4,0,231,31.0,62,5.0,5.0
2014-04-08 10:00:00,2014-04-08,10,245,1,4,0,183,33.0,37,3.0,6.0
2014-04-08 11:00:00,2014-04-08,11,277,1,4,0,188,26.0,42,10.0,5.0
2014-04-08 12:00:00,2014-04-08,12,239,1,4,0,193,28.0,39,12.0,7.0
2014-04-08 13:00:00,2014-04-08,13,302,1,4,0,184,31.0,41,20.0,6.0
2014-04-08 14:00:00,2014-04-08,14,346,1,4,0,245,34.0,45,40.0,6.0
2014-04-08 15:00:00,2014-04-08,15,538,1,4,0,329,45.0,45,28.0,11.0
2014-04-08 16:00:00,2014-04-08,16,674,1,4,0,417,37.0,47,17.0,14.0
2014-04-08 17:00:00,2014-04-08,17,778,1,4,0,478,45.0,59,18.0,8.0
2014-04-08 18:00:00,2014-04-08,18,524,1,4,0,391,49.0,67,21.0,10.0
2014-04-08 19:00:00,2014-04-08,19,469,1,4,0,339,38.0,52,25.0,6.0
2014-04-08 20:00:00,2014-04-08,20,596,1,4,0,405,39.0,54,28.0,5.0
2014-04-08 21:00:00,2014-04-08,21,404,1,4,0,413,29.0,57,36.0,5.0
2014-04-08 22:00:00,2014-04-08,22,224,1,4,0,264,27.0,44,17.0,11.0
2014-04-08 23:00:00,2014-04-08,23,124,1,4,0,120,5.0,30,13.0,6.0
2014-04-09 00:00:00,2014-04-09,0,50,2,4,0,65,4.0,25,6.0,4.0
2014-04-09 01:00:00,2014-04-09,1,46,2,4,0,44,1.0,13,1.0,1.0
2014-04-09 02:00:00,2014-04-09,2,25,2,4,0,35,6.0,9,1.0,0.0
2014-04-09 03:00:00,2014-04-09,3,54,2,4,0,52,8.0,22,2.0,1.0
2014-04-09 04:00:00,2014-04-09,4,76,2,4,0,67,7.0,39,4.0,1.0
2014-04-09 05:00:00,2014-04-09,5,128,2,4,0,140,19.0,43,16.0,7.0
2014-04-09 06:00:00,2014-04-09,6,397,2,4,0,278,23.0,92,23.0,8.0
2014-04-09 07:00:00,2014-04-09,7,529,2,4,0,365,34.0,102,17.0,3.0
2014-04-09 08:00:00,2014-04-09,8,382,2,4,0,336,34.0,93,9.0,4.0
2014-04-09 09:00:00,2014-04-09,9,284,2,4,0,187,44.0,41,4.0,5.0
2014-04-09 10:00:00,2014-04-09,10,253,2,4,0,197,30.0,41,7.0,5.0
2014-04-09 11:00:00,2014-04-09,11,266,2,4,0,199,31.0,42,9.0,5.0
2014-04-09 12:00:00,2014-04-09,12,300,2,4,0,207,22.0,48,6.0,7.0
2014-04-09 13:00:00,2014-04-09,13,335,2,4,0,241,46.0,35,19.0,7.0
2014-04-09 14:00:00,2014-04-09,14,443,2,4,0,281,37.0,44,34.0,10.0
2014-04-09 15:00:00,2014-04-09,15,608,2,4,0,381,48.0,42,27.0,14.0
2014-04-09 16:00:00,2014-04-09,16,728,2,4,0,413,51.0,39,25.0,20.0
2014-04-09 17:00:00,2014-04-09,17,811,2,4,0,528,56.0,56,33.0,8.0
2014-04-09 18:00:00,2014-04-09,18,641,2,4,0,453,30.0,54,35.0,5.0
2014-04-09 19:00:00,2014-04-09,19,554,2,4,0,440,55.0,60,37.0,6.0
2014-04-09 20:00:00,2014-04-09,20,496,2,4,0,329,59.0,73,24.0,14.0
2014-04-09 21:00:00,2014-04-09,21,456,2,4,0,362,53.0,69,34.0,14.0
2014-04-09 22:00:00,2014-04-09,22,283,2,4,0,310,36.0,54,23.0,11.0
2014-04-09 23:00:00,2014-04-09,23,118,2,4,0,156,10.0,35,31.0,12.0
2014-04-10 00:00:00,2014-04-10,0,67,3,4,0,75,4.0,21,3.0,6.0
2014-04-10 01:00:00,2014-04-10,1,33,3,4,0,52,3.0,16,1.0,1.0
2014-04-10 02:00:00,2014-04-10,2,25,3,4,0,31,4.0,8,3.0,1.0
2014-04-10 03:00:00,2014-04-10,3,46,3,4,0,71,12.0,19,4.0,2.0
2014-04-10 04:00:00,2014-04-10,4,77,3,4,0,78,14.0,31,12.0,11.0
2014-04-10 05:00:00,2014-04-10,5,111,3,4,0,153,19.0,53,20.0,4.0
2014-04-10 06:00:00,2014-04-10,6,399,3,4,0,291,22.0,96,19.0,6.0
2014-04-10 07:00:00,2014-04-10,7,460,3,4,0,362,28.0,92,24.0,5.0
2014-04-10 08:00:00,2014-04-10,8,376,3,4,0,329,36.0,75,14.0,4.0
2014-04-10 09:00:00,2014-04-10,9,314,3,4,0,237,36.0,55,8.0,4.0
2014-04-10 10:00:00,2014-04-10,10,275,3,4,0,191,42.0,38,10.0,5.0
2014-04-10 11:00:00,2014-04-10,11,324,3,4,0,189,41.0,54,15.0,4.0
2014-04-10 12:00:00,2014-04-10,12,286,3,4,0,216,43.0,55,15.0,8.0
2014-04-10 13:00:00,2014-04-10,13,442,3,4,0,261,33.0,48,25.0,13.0
2014-04-10 14:00:00,2014-04-10,14,511,3,4,0,364,42.0,48,71.0,20.0
2014-04-10 15:00:00,2014-04-10,15,709,3,4,0,475,53.0,50,32.0,14.0
2014-04-10 16:00:00,2014-04-10,16,899,3,4,0,481,71.0,57,29.0,16.0
2014-04-10 17:00:00,2014-04-10,17,939,3,4,0,626,80.0,74,26.0,12.0
2014-04-10 18:00:00,2014-04-10,18,801,3,4,0,527,89.0,77,35.0,6.0
2014-04-10 19:00:00,2014-04-10,19,661,3,4,0,464,70.0,73,33.0,11.0
2014-04-10 20:00:00,2014-04-10,20,738,3,4,0,507,94.0,71,35.0,16.0
2014-04-10 21:00:00,2014-04-10,21,682,3,4,0,594,76.0,87,21.0,17.0
2014-04-10 22:00:00,2014-04-10,22,346,3,4,0,461,42.0,68,45.0,7.0
2014-04-10 23:00:00,2014-04-10,23,181,3,4,0,248,13.0,83,33.0,14.0
2014-04-11 00:00:00,2014-04-11,0,92,4,4,0,122,6.0,23,3.0,4.0
2014-04-11 01:00:00,2014-04-11,1,54,4,4,0,75,7.0,19,6.0,0.0
2014-04-11 02:00:00,2014-04-11,2,36,4,4,0,48,9.0,14,1.0,1.0
2014-04-11 03:00:00,2014-04-11,3,73,4,4,0,82,15.0,21,3.0,3.0
2014-04-11 04:00:00,2014-04-11,4,84,4,4,0,84,14.0,29,12.0,5.0
2014-04-11 05:00:00,2014-04-11,5,116,4,4,0,144,13.0,33,24.0,7.0
2014-04-11 06:00:00,2014-04-11,6,332,4,4,0,307,23.0,105,26.0,7.0
2014-04-11 07:00:00,2014-04-11,7,493,4,4,0,391,36.0,100,14.0,7.0
2014-04-11 08:00:00,2014-04-11,8,407,4,4,0,354,43.0,102,12.0,8.0
2014-04-11 09:00:00,2014-04-11,9,268,4,4,0,218,30.0,74,11.0,5.0
2014-04-11 10:00:00,2014-04-11,10,295,4,4,0,239,36.0,47,8.0,6.0
2014-04-11 11:00:00,2014-04-11,11,325,4,4,0,230,36.0,54,12.0,7.0
2014-04-11 12:00:00,2014-04-11,12,307,4,4,0,270,43.0,63,10.0,9.0
2014-04-11 13:00:00,2014-04-11,13,422,4,4,0,294,48.0,84,19.0,13.0
2014-04-11 14:00:00,2014-04-11,14,424,4,4,0,323,29.0,62,42.0,13.0
2014-04-11 15:00:00,2014-04-11,15,674,4,4,0,441,49.0,55,32.0,15.0
2014-04-11 16:00:00,2014-04-11,16,774,4,4,0,494,68.0,43,37.0,16.0
2014-04-11 17:00:00,2014-04-11,17,870,4,4,0,551,48.0,62,40.0,20.0
2014-04-11 18:00:00,2014-04-11,18,763,4,4,0,593,49.0,66,37.0,10.0
2014-04-11 19:00:00,2014-04-11,19,634,4,4,0,538,60.0,85,34.0,6.0
2014-04-11 20:00:00,2014-04-11,20,497,4,4,0,463,76.0,76,32.0,11.0
2014-04-11 21:00:00,2014-04-11,21,444,4,4,0,508,72.0,120,29.0,7.0
2014-04-11 22:00:00,2014-04-11,22,425,4,4,0,754,55.0,125,18.0,5.0
2014-04-11 23:00:00,2014-04-11,23,301,4,4,0,649,21.0,109,23.0,11.0
2014-04-12 00:00:00,2014-04-12,0,167,5,4,0,381,19.0,85,9.0,5.0
2014-04-12 01:00:00,2014-04-12,1,123,5,4,0,268,5.0,57,1.0,4.0
2014-04-12 02:00:00,2014-04-12,2,66,5,4,0,144,8.0,48,4.0,2.0
2014-04-12 03:00:00,2014-04-12,3,44,5,4,0,91,10.0,27,3.0,3.0
2014-04-12 04:00:00,2014-04-12,4,42,5,4,0,64,6.0,34,9.0,4.0
2014-04-12 05:00:00,2014-04-12,5,55,5,4,0,68,9.0,25,8.0,5.0
2014-04-12 06:00:00,2014-04-12,6,55,5,4,0,65,11.0,40,21.0,8.0
2014-04-12 07:00:00,2014-04-12,7,92,5,4,0,89,18.0,46,6.0,4.0
2014-04-12 08:00:00,2014-04-12,8,120,5,4,0,136,22.0,58,6.0,2.0
2014-04-12 09:00:00,2014-04-12,9,160,5,4,0,143,27.0,63,13.0,3.0
2014-04-12 10:00:00,2014-04-12,10,196,5,4,0,178,36.0,88,9.0,7.0
2014-04-12 11:00:00,2014-04-12,11,244,5,4,0,186,19.0,81,8.0,6.0
2014-04-12 12:00:00,2014-04-12,12,230,5,4,0,213,50.0,95,16.0,7.0
2014-04-12 13:00:00,2014-04-12,13,239,5,4,0,237,34.0,102,13.0,3.0
2014-04-12 14:00:00,2014-04-12,14,225,5,4,0,333,29.0,94,30.0,4.0
2014-04-12 15:00:00,2014-04-12,15,406,5,4,0,464,56.0,115,32.0,10.0
2014-04-12 16:00:00,2014-04-12,16,567,5,4,0,560,33.0,92,34.0,6.0
2014-04-12 17:00:00,2014-04-12,17,527,5,4,0,490,45.0,124,33.0,11.0
2014-04-12 18:00:00,2014-04-12,18,708,5,4,0,664,46.0,162,27.0,10.0
2014-04-12 19:00:00,2014-04-12,19,470,5,4,0,569,52.0,141,33.0,6.0
2014-04-12 20:00:00,2014-04-12,20,343,5,4,0,507,39.0,146,26.0,2.0
2014-04-12 21:00:00,2014-04-12,21,484,5,4,0,638,58.0,169,25.0,8.0
2014-04-12 22:00:00,2014-04-12,22,465,5,4,0,922,58.0,175,20.0,8.0
2014-04-12 23:00:00,2014-04-12,23,310,5,4,0,921,28.0,184,13.0,5.0
2014-04-13 00:00:00,2014-04-13,0,246,6,4,0,713,29.0,128,10.0,4.0
2014-04-13 01:00:00,2014-04-13,1,129,6,4,0,436,12.0,81,7.0,5.0
2014-04-13 02:00:00,2014-04-13,2,76,6,4,0,207,6.0,40,5.0,3.0
2014-04-13 03:00:00,2014-04-13,3,84,6,4,0,107,10.0,29,6.0,0.0
2014-04-13 04:00:00,2014-04-13,4,51,6,4,0,65,9.0,20,7.0,3.0
2014-04-13 05:00:00,2014-04-13,5,42,6,4,0,40,10.0,23,13.0,2.0
2014-04-13 06:00:00,2014-04-13,6,49,6,4,0,64,7.0,40,19.0,0.0
2014-04-13 07:00:00,2014-04-13,7,79,6,4,0,79,16.0,35,5.0,3.0
2014-04-13 08:00:00,2014-04-13,8,121,6,4,0,103,18.0,48,2.0,2.0
2014-04-13 09:00:00,2014-04-13,9,176,6,4,0,139,34.0,78,7.0,5.0
2014-04-13 10:00:00,2014-04-13,10,200,6,4,0,172,21.0,81,10.0,5.0
2014-04-13 11:00:00,2014-04-13,11,244,6,4,0,210,34.0,78,10.0,5.0
2014-04-13 12:00:00,2014-04-13,12,217,6,4,0,211,31.0,97,15.0,9.0
2014-04-13 13:00:00,2014-04-13,13,244,6,4,0,243,41.0,89,20.0,15.0
