,Date,Hour,Count,Weekday
2014-04-05 00:00:00,2014-04-05,0,4.0,Saturday
2014-04-05 01:00:00,2014-04-05,1,2.0,Saturday
2014-04-05 02:00:00,2014-04-05,2,2.0,Saturday
2014-04-05 03:00:00,2014-04-05,3,0.0,Saturday
2014-04-05 04:00:00,2014-04-05,4,5.0,Saturday
2014-04-05 05:00:00,2014-04-05,5,5.0,Saturday
2014-04-05 06:00:00,2014-04-05,6,2.0,Saturday
2014-04-05 07:00:00,2014-04-05,7,4.0,Saturday
2014-04-05 08:00:00,2014-04-05,8,2.0,Saturday
2014-04-05 09:00:00,2014-04-05,9,5.0,Saturday
2014-04-05 10:00:00,2014-04-05,10,2.0,Saturday
2014-04-05 11:00:00,2014-04-05,11,0.0,Saturday
2014-04-05 12:00:00,2014-04-05,12,3.0,Saturday
2014-04-05 13:00:00,2014-04-05,13,7.0,Saturday
2014-04-05 14:00:00,2014-04-05,14,9.0,Saturday
2014-04-05 15:00:00,2014-04-05,15,11.0,Saturday
2014-04-05 16:00:00,2014-04-05,16,3.0,Saturday
2014-04-05 17:00:00,2014-04-05,17,7.0,Saturday
2014-04-05 18:00:00,2014-04-05,18,5.0,Saturday
2014-04-05 19:00:00,2014-04-05,19,8.0,Saturday
2014-04-05 20:00:00,2014-04-05,20,5.0,Saturday
2014-04-05 21:00:00,2014-04-05,21,8.0,Saturday
2014-04-05 22:00:00,2014-04-05,22,5.0,Saturday
2014-04-05 23:00:00,2014-04-05,23,4.0,Saturday
2014-04-06 00:00:00,2014-04-06,0,5.0,Sunday
2014-04-06 01:00:00,2014-04-06,1,1.0,Sunday
2014-04-06 02:00:00,2014-04-06,2,1.0,Sunday
2014-04-06 03:00:00,2014-04-06,3,0.0,Sunday
2014-04-06 04:00:00,2014-04-06,4,2.0,Sunday
2014-04-06 05:00:00,2014-04-06,5,2.0,Sunday
2014-04-06 06:00:00,2014-04-06,6,4.0,Sunday
2014-04-06 07:00:00,2014-04-06,7,1.0,Sunday
2014-04-06 08:00:00,2014-04-06,8,5.0,Sunday
2014-04-06 09:00:00,2014-04-06,9,2.0,Sunday
2014-04-06 10:00:00,2014-04-06,10,6.0,Sunday
2014-04-06 11:00:00,2014-04-06,11,7.0,Sunday
2014-04-06 12:00:00,2014-04-06,12,6.0,Sunday
2014-04-06 13:00:00,2014-04-06,13,13.0,Sunday
2014-04-06 14:00:00,2014-04-06,14,11.0,Sunday
2014-04-06 15:00:00,2014-04-06,15,17.0,Sunday
2014-04-06 16:00:00,2014-04-06,16,17.0,Sunday
2014-04-06 17:00:00,2014-04-06,17,8.0,Sunday
2014-04-06 18:00:00,2014-04-06,18,8.0,Sunday
2014-04-06 19:00:00,2014-04-06,19,11.0,Sunday
2014-04-06 20:00:00,2014-04-06,20,11.0,Sunday
2014-04-06 21:00:00,2014-04-06,21,10.0,Sunday
2014-04-06 22:00:00,2014-04-06,22,17.0,Sunday
2014-04-06 23:00:00,2014-04-06,23,14.0,Sunday
2014-04-12 00:00:00,2014-04-12,0,5.0,Saturday
2014-04-12 01:00:00,2014-04-12,1,4.0,Saturday
2014-04-12 02:00:00,2014-04-12,2,2.0,Saturday
2014-04-12 03:00:00,2014-04-12,3,3.0,Saturday
2014-04-12 04:00:00,2014-04-12,4,4.0,Saturday
2014-04-12 05:00:00,2014-04-12,5,5.0,Saturday
2014-04-12 06:00:00,2014-04-12,6,8.0,Saturday
2014-04-12 07:00:00,2014-04-12,7,4.0,Saturday
2014-04-12 08:00:00,2014-04-12,8,2.0,Saturday
2014-04-12 09:00:00,2014-04-12,9,3.0,Saturday
2014-04-12 10:00:00,2014-04-12,10,7.0,Saturday
2014-04-12 11:00:00,2014-04-12,11,6.0,Saturday
2014-04-12 12:00:00,2014-04-12,12,7.0,Saturday
2014-04-12 13:00:00,2014-04-12,13,3.0,Saturday
2014-04-12 14:00:00,2014-04-12,14,4.0,Saturday
2014-04-12 15:00:00,2014-04-12,15,10.0,Saturday
2014-04-12 16:00:00,2014-04-12,16,6.0,Saturday
2014-04-12 17:00:00,2014-04-12,17,11.0,Saturday
2014-04-12 18:00:00,2014-04-12,18,10.0,Saturday
