,Date,Hour,Count,Weekday
2014-04-05 00:00:00,2014-04-05,0,30.0,Saturday
2014-04-05 01:00:00,2014-04-05,1,20.0,Saturday
2014-04-05 02:00:00,2014-04-05,2,6.0,Saturday
2014-04-05 03:00:00,2014-04-05,3,4.0,Saturday
2014-04-05 04:00:00,2014-04-05,4,7.0,Saturday
2014-04-05 05:00:00,2014-04-05,5,8.0,Saturday
2014-04-05 06:00:00,2014-04-05,6,7.0,Saturday
2014-04-05 07:00:00,2014-04-05,7,25.0,Saturday
2014-04-05 08:00:00,2014-04-05,8,26.0,Saturday
2014-04-05 09:00:00,2014-04-05,9,29.0,Saturday
2014-04-05 10:00:00,2014-04-05,10,46.0,Saturday
2014-04-05 11:00:00,2014-04-05,11,33.0,Saturday
2014-04-05 12:00:00,2014-04-05,12,38.0,Saturday
2014-04-05 13:00:00,2014-04-05,13,37.0,Saturday
2014-04-05 14:00:00,2014-04-05,14,33.0,Saturday
2014-04-05 15:00:00,2014-04-05,15,43.0,Saturday
2014-04-05 16:00:00,2014-04-05,16,46.0,Saturday
2014-04-05 17:00:00,2014-04-05,17,54.0,Saturday
2014-04-05 18:00:00,2014-04-05,18,40.0,Saturday
2014-04-05 19:00:00,2014-04-05,19,36.0,Saturday
2014-04-05 20:00:00,2014-04-05,20,53.0,Saturday
2014-04-05 21:00:00,2014-04-05,21,46.0,Saturday
2014-04-05 22:00:00,2014-04-05,22,54.0,Saturday
2014-04-05 23:00:00,2014-04-05,23,44.0,Saturday
2014-04-06 00:00:00,2014-04-06,0,23.0,Sunday
2014-04-06 01:00:00,2014-04-06,1,21.0,Sunday
2014-04-06 02:00:00,2014-04-06,2,12.0,Sunday
2014-04-06 03:00:00,2014-04-06,3,10.0,Sunday
2014-04-06 04:00:00,2014-04-06,4,8.0,Sunday
2014-04-06 05:00:00,2014-04-06,5,8.0,Sunday
2014-04-06 06:00:00,2014-04-06,6,11.0,Sunday
2014-04-06 07:00:00,2014-04-06,7,17.0,Sunday
2014-04-06 08:00:00,2014-04-06,8,15.0,Sunday
2014-04-06 09:00:00,2014-04-06,9,37.0,Sunday
2014-04-06 10:00:00,2014-04-06,10,39.0,Sunday
2014-04-06 11:00:00,2014-04-06,11,34.0,Sunday
2014-04-06 12:00:00,2014-04-06,12,38.0,Sunday
2014-04-06 13:00:00,2014-04-06,13,48.0,Sunday
2014-04-06 14:00:00,2014-04-06,14,53.0,Sunday
2014-04-06 15:00:00,2014-04-06,15,49.0,Sunday
2014-04-06 16:00:00,2014-04-06,16,59.0,Sunday
2014-04-06 17:00:00,2014-04-06,17,59.0,Sunday
2014-04-06 18:00:00,2014-04-06,18,58.0,Sunday
2014-04-06 19:00:00,2014-04-06,19,56.0,Sunday
2014-04-06 20:00:00,2014-04-06,20,68.0,Sunday
2014-04-06 21:00:00,2014-04-06,21,71.0,Sunday
2014-04-06 22:00:00,2014-04-06,22,51.0,Sunday
2014-04-06 23:00:00,2014-04-06,23,16.0,Sunday
2014-04-12 00:00:00,2014-04-12,0,19.0,Saturday
2014-04-12 01:00:00,2014-04-12,1,5.0,Saturday
2014-04-12 02:00:00,2014-04-12,2,8.0,Saturday
2014-04-12 03:00:00,2014-04-12,3,10.0,Saturday
2014-04-12 04:00:00,2014-04-12,4,6.0,Saturday
2014-04-12 05:00:00,2014-04-12,5,9.0,Saturday
2014-04-12 06:00:00,2014-04-12,6,11.0,Saturday
2014-04-12 07:00:00,2014-04-12,7,18.0,Saturday
