,Date,Hour,Count,Weekday
2014-04-05 00:00:00,2014-04-05,0,183,Saturday
2014-04-05 01:00:00,2014-04-05,1,97,Saturday
2014-04-05 02:00:00,2014-04-05,2,48,Saturday
2014-04-05 03:00:00,2014-04-05,3,68,Saturday
2014-04-05 04:00:00,2014-04-05,4,46,Saturday
2014-04-05 05:00:00,2014-04-05,5,60,Saturday
2014-04-05 06:00:00,2014-04-05,6,76,Saturday
2014-04-05 07:00:00,2014-04-05,7,105,Saturday
2014-04-05 08:00:00,2014-04-05,8,128,Saturday
2014-04-05 09:00:00,2014-04-05,9,193,Saturday
2014-04-05 10:00:00,2014-04-05,10,215,Saturday
2014-04-05 11:00:00,2014-04-05,11,230,Saturday
2014-04-05 12:00:00,2014-04-05,12,267,Saturday
2014-04-05 13:00:00,2014-04-05,13,241,Saturday
2014-04-05 14:00:00,2014-04-05,14,270,Saturday
2014-04-05 15:00:00,2014-04-05,15,487,Saturday
2014-04-05 16:00:00,2014-04-05,16,587,Saturday
2014-04-05 17:00:00,2014-04-05,17,644,Saturday
2014-04-05 18:00:00,2014-04-05,18,694,Saturday
2014-04-05 19:00:00,2014-04-05,19,559,Saturday
2014-04-05 20:00:00,2014-04-05,20,488,Saturday
2014-04-05 21:00:00,2014-04-05,21,538,Saturday
2014-04-05 22:00:00,2014-04-05,22,579,Saturday
2014-04-05 23:00:00,2014-04-05,23,400,Saturday
2014-04-06 00:00:00,2014-04-06,0,264,Sunday
2014-04-06 01:00:00,2014-04-06,1,146,Sunday
2014-04-06 02:00:00,2014-04-06,2,84,Sunday
2014-04-06 03:00:00,2014-04-06,3,63,Sunday
2014-04-06 04:00:00,2014-04-06,4,51,Sunday
2014-04-06 05:00:00,2014-04-06,5,54,Sunday
2014-04-06 06:00:00,2014-04-06,6,67,Sunday
2014-04-06 07:00:00,2014-04-06,7,75,Sunday
2014-04-06 08:00:00,2014-04-06,8,136,Sunday
2014-04-06 09:00:00,2014-04-06,9,171,Sunday
2014-04-06 10:00:00,2014-04-06,10,231,Sunday
2014-04-06 11:00:00,2014-04-06,11,219,Sunday
2014-04-06 12:00:00,2014-04-06,12,247,Sunday
2014-04-06 13:00:00,2014-04-06,13,236,Sunday
2014-04-06 14:00:00,2014-04-06,14,234,Sunday
2014-04-06 15:00:00,2014-04-06,15,332,Sunday
2014-04-06 16:00:00,2014-04-06,16,320,Sunday
2014-04-06 17:00:00,2014-04-06,17,290,Sunday
2014-04-06 18:00:00,2014-04-06,18,277,Sunday
2014-04-06 19:00:00,2014-04-06,19,210,Sunday
2014-04-06 20:00:00,2014-04-06,20,163,Sunday
2014-04-06 21:00:00,2014-04-06,21,168,Sunday
2014-04-06 22:00:00,2014-04-06,22,102,Sunday
2014-04-06 23:00:00,2014-04-06,23,65,Sunday
2014-04-12 00:00:00,2014-04-12,0,167,Saturday
2014-04-12 01:00:00,2014-04-12,1,123,Saturday
2014-04-12 02:00:00,2014-04-12,2,66,Saturday
2014-04-12 03:00:00,2014-04-12,3,44,Saturday
2014-04-12 04:00:00,2014-04-12,4,42,Saturday
2014-04-12 05:00:00,2014-04-12,5,55,Saturday
2014-04-12 06:00:00,2014-04-12,6,55,Saturday
2014-04-12 07:00:00,2014-04-12,7,92,Saturday
2014-04-12 08:00:00,2014-04-12,8,120,Saturday
2014-04-12 09:00:00,2014-04-12,9,160,Saturday
2014-04-12 10:00:00,2014-04-12,10,196,Saturday
2014-04-12 11:00:00,2014-04-12,11,244,Saturday
2014-04-12 12:00:00,2014-04-12,12,230,Saturday
2014-04-12 13:00:00,2014-04-12,13,239,Saturday
2014-04-12 14:00:00,2014-04-12,14,225,Saturday
2014-04-12 15:00:00,2014-04-12,15,406,Saturday
2014-04-12 16:00:00,2014-04-12,16,567,Saturday
2014-04-12 17:00:00,2014-04-12,17,527,Saturday
2014-04-12 18:00:00,2014-04-12,18,708,Saturday
2014-04-12 19:00:00,2014-04-12,19,470,Saturday
2014-04-12 20:00:00,2014-04-12,20,343,Saturday
2014-04-12 21:00:00,2014-04-12,21,484,Saturday
2014-04-12 22:00:00,2014-04-12,22,465,Saturday
2014-04-12 23:00:00,2014-04-12,23,310,Saturday
2014-04-13 00:00:00,2014-04-13,0,246,Sunday
2014-04-13 01:00:00,2014-04-13,1,129,Sunday
2014-04-13 02:00:00,2014-04-13,2,76,Sunday
2014-04-13 03:00:00,2014-04-13,3,84,Sunday
2014-04-13 04:00:00,2014-04-13,4,51,Sunday
2014-04-13 05:00:00,2014-04-13,5,42,Sunday
2014-04-13 06:00:00,2014-04-13,6,49,Sunday
2014-04-13 07:00:00,2014-04-13,7,79,Sunday
2014-04-13 08:00:00,2014-04-13,8,121,Sunday
2014-04-13 09:00:00,2014-04-13,9,176,Sunday
2014-04-13 10:00:00,2014-04-13,10,200,Sunday
2014-04-13 11:00:00,2014-04-13,11,244,Sunday
2014-04-13 12:00:00,2014-04-13,12,217,Sunday
2014-04-13 13:00:00,2014-04-13,13,244,Sunday
2014-04-13 14:00:00,2014-04-13,14,259,Sunday
2014-04-13 15:00:00,2014-04-13,15,307,Sunday
2014-04-13 16:00:00,2014-04-13,16,358,Sunday
2014-04-13 17:00:00,2014-04-13,17,287,Sunday
2014-04-13 18:00:00,2014-04-13,18,236,Sunday
2014-04-13 19:00:00,2014-04-13,19,176,Sunday
2014-04-13 20:00:00,2014-04-13,20,147,Sunday
2014-04-13 21:00:00,2014-04-13,21,157,Sunday
2014-04-13 22:00:00,2014-04-13,22,98,Sunday
2014-04-13 23:00:00,2014-04-13,23,58,Sunday
2014-04-19 00:00:00,2014-04-19,0,131,Saturday
2014-04-19 01:00:00,2014-04-19,1,99,Saturday
2014-04-19 02:00:00,2014-04-19,2,58,Saturday
2014-04-19 03:00:00,2014-04-19,3,60,Saturday
2014-04-19 04:00:00,2014-04-19,4,42,Saturday
2014-04-19 05:00:00,2014-04-19,5,53,Saturday
2014-04-19 06:00:00,2014-04-19,6,51,Saturday
2014-04-19 07:00:00,2014-04-19,7,81,Saturday
2014-04-19 08:00:00,2014-04-19,8,107,Saturday
2014-04-19 09:00:00,2014-04-19,9,160,Saturday
2014-04-19 10:00:00,2014-04-19,10,189,Saturday
2014-04-19 11:00:00,2014-04-19,11,222,Saturday
2014-04-19 12:00:00,2014-04-19,12,251,Saturday
2014-04-19 13:00:00,2014-04-19,13,191,Saturday
2014-04-19 14:00:00,2014-04-19,14,215,Saturday
2014-04-19 15:00:00,2014-04-19,15,328,Saturday
2014-04-19 16:00:00,2014-04-19,16,433,Saturday
2014-04-19 17:00:00,2014-04-19,17,348,Saturday
2014-04-19 18:00:00,2014-04-19,18,435,Saturday
2014-04-19 19:00:00,2014-04-19,19,325,Saturday
2014-04-19 20:00:00,2014-04-19,20,278,Saturday
2014-04-19 21:00:00,2014-04-19,21,340,Saturday
2014-04-19 22:00:00,2014-04-19,22,357,Saturday
2014-04-19 23:00:00,2014-04-19,23,224,Saturday
2014-04-20 00:00:00,2014-04-20,0,122,Sunday
2014-04-20 01:00:00,2014-04-20,1,95,Sunday
2014-04-20 02:00:00,2014-04-20,2,67,Sunday
2014-04-20 03:00:00,2014-04-20,3,51,Sunday
2014-04-20 04:00:00,2014-04-20,4,46,Sunday
2014-04-20 05:00:00,2014-04-20,5,29,Sunday
2014-04-20 06:00:00,2014-04-20,6,42,Sunday
2014-04-20 07:00:00,2014-04-20,7,73,Sunday
2014-04-20 08:00:00,2014-04-20,8,120,Sunday
2014-04-20 09:00:00,2014-04-20,9,173,Sunday
2014-04-20 10:00:00,2014-04-20,10,189,Sunday
2014-04-20 11:00:00,2014-04-20,11,211,Sunday
2014-04-20 12:00:00,2014-04-20,12,201,Sunday
2014-04-20 13:00:00,2014-04-20,13,246,Sunday
2014-04-20 14:00:00,2014-04-20,14,204,Sunday
2014-04-20 15:00:00,2014-04-20,15,298,Sunday
2014-04-20 16:00:00,2014-04-20,16,299,Sunday
2014-04-20 17:00:00,2014-04-20,17,245,Sunday
2014-04-20 18:00:00,2014-04-20,18,242,Sunday
2014-04-20 19:00:00,2014-04-20,19,254,Sunday
2014-04-20 20:00:00,2014-04-20,20,205,Sunday
2014-04-20 21:00:00,2014-04-20,21,190,Sunday
2014-04-20 22:00:00,2014-04-20,22,109,Sunday
2014-04-20 23:00:00,2014-04-20,23,57,Sunday
2014-04-26 00:00:00,2014-04-26,0,220,Saturday
2014-04-26 01:00:00,2014-04-26,1,214,Saturday
2014-04-26 02:00:00,2014-04-26,2,128,Saturday
2014-04-26 03:00:00,2014-04-26,3,100,Saturday
2014-04-26 04:00:00,2014-04-26,4,70,Saturday
2014-04-26 05:00:00,2014-04-26,5,65,Saturday
2014-04-26 06:00:00,2014-04-26,6,94,Saturday
2014-04-26 07:00:00,2014-04-26,7,127,Saturday
2014-04-26 08:00:00,2014-04-26,8,162,Saturday
2014-04-26 09:00:00,2014-04-26,9,208,Saturday
2014-04-26 10:00:00,2014-04-26,10,232,Saturday
2014-04-26 11:00:00,2014-04-26,11,281,Saturday
2014-04-26 12:00:00,2014-04-26,12,285,Saturday
2014-04-26 13:00:00,2014-04-26,13,296,Saturday
2014-04-26 14:00:00,2014-04-26,14,321,Saturday
2014-04-26 15:00:00,2014-04-26,15,581,Saturday
2014-04-26 16:00:00,2014-04-26,16,758,Saturday
2014-04-26 17:00:00,2014-04-26,17,854,Saturday
2014-04-26 18:00:00,2014-04-26,18,901,Saturday
2014-04-26 19:00:00,2014-04-26,19,723,Saturday
2014-04-26 20:00:00,2014-04-26,20,566,Saturday
2014-04-26 21:00:00,2014-04-26,21,678,Saturday
2014-04-26 22:00:00,2014-04-26,22,612,Saturday
2014-04-26 23:00:00,2014-04-26,23,363,Saturday
2014-04-27 00:00:00,2014-04-27,0,254,Sunday
2014-04-27 01:00:00,2014-04-27,1,139,Sunday
2014-04-27 02:00:00,2014-04-27,2,89,Sunday
2014-04-27 03:00:00,2014-04-27,3,80,Sunday
2014-04-27 04:00:00,2014-04-27,4,51,Sunday
2014-04-27 05:00:00,2014-04-27,5,48,Sunday
2014-04-27 06:00:00,2014-04-27,6,60,Sunday
2014-04-27 07:00:00,2014-04-27,7,89,Sunday
2014-04-27 08:00:00,2014-04-27,8,140,Sunday
2014-04-27 09:00:00,2014-04-27,9,201,Sunday
2014-04-27 10:00:00,2014-04-27,10,233,Sunday
2014-04-27 11:00:00,2014-04-27,11,249,Sunday
2014-04-27 12:00:00,2014-04-27,12,265,Sunday
2014-04-27 13:00:00,2014-04-27,13,306,Sunday
2014-04-27 14:00:00,2014-04-27,14,330,Sunday
