,Date,Hour,Count,Weekday
2014-04-05 00:00:00,2014-04-05,0,402,Saturday
2014-04-05 01:00:00,2014-04-05,1,228,Saturday
2014-04-05 02:00:00,2014-04-05,2,121,Saturday
2014-04-05 03:00:00,2014-04-05,3,81,Saturday
2014-04-05 04:00:00,2014-04-05,4,68,Saturday
2014-04-05 05:00:00,2014-04-05,5,57,Saturday
2014-04-05 06:00:00,2014-04-05,6,74,Saturday
2014-04-05 07:00:00,2014-04-05,7,90,Saturday
2014-04-05 08:00:00,2014-04-05,8,113,Saturday
2014-04-05 09:00:00,2014-04-05,9,147,Saturday
2014-04-05 10:00:00,2014-04-05,10,178,Saturday
2014-04-05 11:00:00,2014-04-05,11,185,Saturday
2014-04-05 12:00:00,2014-04-05,12,236,Saturday
2014-04-05 13:00:00,2014-04-05,13,241,Saturday
2014-04-05 14:00:00,2014-04-05,14,268,Saturday
2014-04-05 15:00:00,2014-04-05,15,399,Saturday
2014-04-05 16:00:00,2014-04-05,16,522,Saturday
2014-04-05 17:00:00,2014-04-05,17,571,Saturday
2014-04-05 18:00:00,2014-04-05,18,645,Saturday
2014-04-05 19:00:00,2014-04-05,19,628,Saturday
2014-04-05 20:00:00,2014-04-05,20,593,Saturday
2014-04-05 21:00:00,2014-04-05,21,762,Saturday
2014-04-05 22:00:00,2014-04-05,22,959,Saturday
2014-04-05 23:00:00,2014-04-05,23,1070,Saturday
2014-04-06 00:00:00,2014-04-06,0,1023,Sunday
2014-04-06 01:00:00,2014-04-06,1,662,Sunday
2014-04-06 02:00:00,2014-04-06,2,323,Sunday
2014-04-06 03:00:00,2014-04-06,3,176,Sunday
2014-04-06 04:00:00,2014-04-06,4,79,Sunday
2014-04-06 05:00:00,2014-04-06,5,48,Sunday
2014-04-06 06:00:00,2014-04-06,6,48,Sunday
2014-04-06 07:00:00,2014-04-06,7,75,Sunday
2014-04-06 08:00:00,2014-04-06,8,91,Sunday
2014-04-06 09:00:00,2014-04-06,9,161,Sunday
2014-04-06 10:00:00,2014-04-06,10,175,Sunday
2014-04-06 11:00:00,2014-04-06,11,199,Sunday
2014-04-06 12:00:00,2014-04-06,12,209,Sunday
2014-04-06 13:00:00,2014-04-06,13,244,Sunday
2014-04-06 14:00:00,2014-04-06,14,255,Sunday
2014-04-06 15:00:00,2014-04-06,15,315,Sunday
