,Date,Hour,Count,Weekday
2014-04-01 00:00:00,2014-04-01,0,7.0,Tuesday
2014-04-01 01:00:00,2014-04-01,1,0.0,Tuesday
2014-04-01 02:00:00,2014-04-01,2,3.0,Tuesday
2014-04-01 03:00:00,2014-04-01,3,2.0,Tuesday
2014-04-01 04:00:00,2014-04-01,4,18.0,Tuesday
2014-04-01 05:00:00,2014-04-01,5,23.0,Tuesday
2014-04-01 06:00:00,2014-04-01,6,16.0,Tuesday
2014-04-01 07:00:00,2014-04-01,7,11.0,Tuesday
2014-04-01 08:00:00,2014-04-01,8,10.0,Tuesday
2014-04-01 09:00:00,2014-04-01,9,3.0,Tuesday
2014-04-01 10:00:00,2014-04-01,10,13.0,Tuesday
2014-04-01 11:00:00,2014-04-01,11,7.0,Tuesday
2014-04-01 12:00:00,2014-04-01,12,10.0,Tuesday
2014-04-01 13:00:00,2014-04-01,13,25.0,Tuesday
2014-04-01 14:00:00,2014-04-01,14,28.0,Tuesday
2014-04-01 15:00:00,2014-04-01,15,32.0,Tuesday
2014-04-01 16:00:00,2014-04-01,16,34.0,Tuesday
2014-04-01 17:00:00,2014-04-01,17,31.0,Tuesday
2014-04-01 18:00:00,2014-04-01,18,37.0,Tuesday
2014-04-01 19:00:00,2014-04-01,19,26.0,Tuesday
2014-04-01 20:00:00,2014-04-01,20,16.0,Tuesday
2014-04-01 21:00:00,2014-04-01,21,16.0,Tuesday
2014-04-01 22:00:00,2014-04-01,22,21.0,Tuesday
2014-04-01 23:00:00,2014-04-01,23,18.0,Tuesday
2014-04-02 00:00:00,2014-04-02,0,11.0,Wednesday
2014-04-02 01:00:00,2014-04-02,1,1.0,Wednesday
2014-04-02 02:00:00,2014-04-02,2,1.0,Wednesday
2014-04-02 03:00:00,2014-04-02,3,4.0,Wednesday
2014-04-02 04:00:00,2014-04-02,4,5.0,Wednesday
2014-04-02 05:00:00,2014-04-02,5,20.0,Wednesday
2014-04-02 06:00:00,2014-04-02,6,18.0,Wednesday
2014-04-02 07:00:00,2014-04-02,7,8.0,Wednesday
2014-04-02 08:00:00,2014-04-02,8,6.0,Wednesday
2014-04-02 09:00:00,2014-04-02,9,7.0,Wednesday
2014-04-02 10:00:00,2014-04-02,10,7.0,Wednesday
2014-04-02 11:00:00,2014-04-02,11,8.0,Wednesday
2014-04-02 12:00:00,2014-04-02,12,11.0,Wednesday
2014-04-02 13:00:00,2014-04-02,13,21.0,Wednesday
2014-04-02 14:00:00,2014-04-02,14,37.0,Wednesday
2014-04-02 15:00:00,2014-04-02,15,27.0,Wednesday
2014-04-02 16:00:00,2014-04-02,16,24.0,Wednesday
2014-04-02 17:00:00,2014-04-02,17,22.0,Wednesday
2014-04-02 18:00:00,2014-04-02,18,26.0,Wednesday
2014-04-02 19:00:00,2014-04-02,19,20.0,Wednesday
2014-04-02 20:00:00,2014-04-02,20,21.0,Wednesday
2014-04-02 21:00:00,2014-04-02,21,13.0,Wednesday
2014-04-02 22:00:00,2014-04-02,22,23.0,Wednesday
2014-04-02 23:00:00,2014-04-02,23,26.0,Wednesday
2014-04-03 00:00:00,2014-04-03,0,6.0,Thursday
2014-04-03 01:00:00,2014-04-03,1,0.0,Thursday
2014-04-03 02:00:00,2014-04-03,2,1.0,Thursday
2014-04-03 03:00:00,2014-04-03,3,3.0,Thursday
2014-04-03 04:00:00,2014-04-03,4,14.0,Thursday
2014-04-03 05:00:00,2014-04-03,5,13.0,Thursday
2014-04-03 06:00:00,2014-04-03,6,14.0,Thursday
2014-04-03 07:00:00,2014-04-03,7,6.0,Thursday
2014-04-03 08:00:00,2014-04-03,8,8.0,Thursday
2014-04-03 09:00:00,2014-04-03,9,10.0,Thursday
2014-04-03 10:00:00,2014-04-03,10,10.0,Thursday
2014-04-03 11:00:00,2014-04-03,11,11.0,Thursday
2014-04-03 12:00:00,2014-04-03,12,13.0,Thursday
2014-04-03 13:00:00,2014-04-03,13,13.0,Thursday
2014-04-03 14:00:00,2014-04-03,14,40.0,Thursday
2014-04-03 15:00:00,2014-04-03,15,20.0,Thursday
2014-04-03 16:00:00,2014-04-03,16,23.0,Thursday
2014-04-03 17:00:00,2014-04-03,17,23.0,Thursday
2014-04-03 18:00:00,2014-04-03,18,33.0,Thursday
2014-04-03 19:00:00,2014-04-03,19,44.0,Thursday
2014-04-03 20:00:00,2014-04-03,20,25.0,Thursday
2014-04-03 21:00:00,2014-04-03,21,23.0,Thursday
2014-04-03 22:00:00,2014-04-03,22,22.0,Thursday
2014-04-03 23:00:00,2014-04-03,23,21.0,Thursday
2014-04-04 00:00:00,2014-04-04,0,6.0,Friday
2014-04-04 01:00:00,2014-04-04,1,0.0,Friday
2014-04-04 02:00:00,2014-04-04,2,2.0,Friday
2014-04-04 03:00:00,2014-04-04,3,4.0,Friday
2014-04-04 04:00:00,2014-04-04,4,12.0,Friday
2014-04-04 05:00:00,2014-04-04,5,18.0,Friday
2014-04-04 06:00:00,2014-04-04,6,32.0,Friday
2014-04-04 07:00:00,2014-04-04,7,20.0,Friday
2014-04-04 08:00:00,2014-04-04,8,6.0,Friday
2014-04-04 09:00:00,2014-04-04,9,5.0,Friday
2014-04-04 10:00:00,2014-04-04,10,14.0,Friday
2014-04-04 11:00:00,2014-04-04,11,5.0,Friday
2014-04-04 12:00:00,2014-04-04,12,9.0,Friday
2014-04-04 13:00:00,2014-04-04,13,18.0,Friday
2014-04-04 14:00:00,2014-04-04,14,44.0,Friday
2014-04-04 15:00:00,2014-04-04,15,28.0,Friday
2014-04-04 16:00:00,2014-04-04,16,30.0,Friday
2014-04-04 17:00:00,2014-04-04,17,13.0,Friday
2014-04-04 18:00:00,2014-04-04,18,25.0,Friday
2014-04-04 19:00:00,2014-04-04,19,41.0,Friday
2014-04-04 20:00:00,2014-04-04,20,31.0,Friday
2014-04-04 21:00:00,2014-04-04,21,32.0,Friday
2014-04-04 22:00:00,2014-04-04,22,45.0,Friday
2014-04-04 23:00:00,2014-04-04,23,15.0,Friday
2014-04-07 00:00:00,2014-04-07,0,9.0,Monday
2014-04-07 01:00:00,2014-04-07,1,1.0,Monday
2014-04-07 02:00:00,2014-04-07,2,1.0,Monday
2014-04-07 03:00:00,2014-04-07,3,2.0,Monday
2014-04-07 04:00:00,2014-04-07,4,26.0,Monday
2014-04-07 05:00:00,2014-04-07,5,26.0,Monday
2014-04-07 06:00:00,2014-04-07,6,45.0,Monday
2014-04-07 07:00:00,2014-04-07,7,16.0,Monday
2014-04-07 08:00:00,2014-04-07,8,21.0,Monday
2014-04-07 09:00:00,2014-04-07,9,12.0,Monday
2014-04-07 10:00:00,2014-04-07,10,15.0,Monday
2014-04-07 11:00:00,2014-04-07,11,10.0,Monday
2014-04-07 12:00:00,2014-04-07,12,15.0,Monday
2014-04-07 13:00:00,2014-04-07,13,25.0,Monday
2014-04-07 14:00:00,2014-04-07,14,44.0,Monday
2014-04-07 15:00:00,2014-04-07,15,31.0,Monday
2014-04-07 16:00:00,2014-04-07,16,49.0,Monday
2014-04-07 17:00:00,2014-04-07,17,35.0,Monday
2014-04-07 18:00:00,2014-04-07,18,34.0,Monday
2014-04-07 19:00:00,2014-04-07,19,30.0,Monday
2014-04-07 20:00:00,2014-04-07,20,18.0,Monday
2014-04-07 21:00:00,2014-04-07,21,26.0,Monday
2014-04-07 22:00:00,2014-04-07,22,22.0,Monday
2014-04-07 23:00:00,2014-04-07,23,14.0,Monday
2014-04-08 00:00:00,2014-04-08,0,36.0,Tuesday
2014-04-08 01:00:00,2014-04-08,1,2.0,Tuesday
2014-04-08 02:00:00,2014-04-08,2,0.0,Tuesday
2014-04-08 03:00:00,2014-04-08,3,2.0,Tuesday
2014-04-08 04:00:00,2014-04-08,4,13.0,Tuesday
2014-04-08 05:00:00,2014-04-08,5,14.0,Tuesday
2014-04-08 06:00:00,2014-04-08,6,22.0,Tuesday
2014-04-08 07:00:00,2014-04-08,7,20.0,Tuesday
2014-04-08 08:00:00,2014-04-08,8,8.0,Tuesday
2014-04-08 09:00:00,2014-04-08,9,5.0,Tuesday
2014-04-08 10:00:00,2014-04-08,10,3.0,Tuesday
2014-04-08 11:00:00,2014-04-08,11,10.0,Tuesday
2014-04-08 12:00:00,2014-04-08,12,12.0,Tuesday
2014-04-08 13:00:00,2014-04-08,13,20.0,Tuesday
2014-04-08 14:00:00,2014-04-08,14,40.0,Tuesday
2014-04-08 15:00:00,2014-04-08,15,28.0,Tuesday
